gene_id,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,GO,Uniprot,chr
YKL210W,UBA1,NC_001143.9,,39163,42237,+,E1 ubiquitin-activating protein UBA1,"Post-translational modification, protein turnover, and chaperones","nucleus,cytoplasm,ubiquitin activating enzyme activity,protein ubiquitination,nucleotide binding,protein ubiquitination,ubiquitin activating enzyme activity,ATP binding,nucleus,cytoplasm,cytoplasm,nucleus,ligase activity,nucleus,cytoplasm,ubiquitin-like modifier activating enzyme activity,ubiquitin-like modifier activating enzyme activity,protein modification process,DNA damage response,ubiquitin activating enzyme activity,protein ubiquitination,nucleus,ubiquitin-dependent protein catabolic process,cytoplasm",P22515,XI
YKL211C,TRP3,NC_001143.9,,36699,38153,-,bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase,Amino acid transport and metabolism,"indole-3-glycerol-phosphate synthase activity,anthranilate synthase activity,indole-3-glycerol-phosphate synthase activity,tryptophan biosynthetic process,anthranilate synthase complex,catalytic activity,anthranilate synthase activity,indole-3-glycerol-phosphate synthase activity,lyase activity,tryptophan biosynthetic process,glutamine metabolic process,metabolic process,amino acid biosynthetic process,aromatic amino acid family biosynthetic process,cytoplasm,tryptophan biosynthetic process,carbon-carbon lyase activity,tryptophan metabolic process,indole-3-glycerol-phosphate synthase activity,indole-3-glycerol-phosphate synthase activity,tryptophan biosynthetic process,anthranilate synthase activity,tryptophan biosynthetic process",P00937,XI
YKL212W,SAC1,NC_001143.9,,34543,36414,+,phosphatidylinositol-3-phosphatase SAC1,Lipid transport and metabolism,"Golgi membrane,Golgi membrane,Golgi membrane,endoplasmic reticulum membrane,endoplasmic reticulum membrane,endoplasmic reticulum membrane,endoplasmic reticulum membrane,endoplasmic reticulum membrane,phosphatidylinositol-3-phosphate phosphatase activity,phosphatidylinositol-4-phosphate phosphatase activity,phosphatidylinositol dephosphorylation,phosphatidylinositol dephosphorylation,phosphatidylinositol dephosphorylation,phosphatidylinositol dephosphorylation,Golgi medial cisterna,SPOTS complex,phosphatidylinositol bisphosphate phosphatase activity,phosphatidylinositol dephosphorylation,host cell viral assembly compartment,endoplasmic reticulum membrane,phosphatidylinositol-3-phosphate phosphatase activity,hydrolase activity,phosphatase activity,endoplasmic reticulum,Golgi apparatus,membrane,mitochondrion,mitochondrion,mitochondrial outer membrane,endoplasmic reticulum,autophagosome-lysosome fusion,cortical endoplasmic reticulum,Golgi membrane,phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity,phosphatidylinositol dephosphorylation,endoplasmic reticulum membrane,phosphatidylinositol dephosphorylation,endoplasmic reticulum,phosphatidylinositol-4-phosphate phosphatase activity",P32368,XI
YKL213C,DOA1,NC_001143.9,,31960,34107,-,Doa1p,Lipid transport and metabolism,"mitochondria-associated ubiquitin-dependent protein catabolic process,ubiquitin binding,ubiquitin binding,ubiquitin binding,double-strand break repair via nonhomologous end joining,ubiquitin recycling,ribophagy,cytoplasm,nucleus,cytoplasm,nucleus,cytoplasm,nucleus,nucleus,cytoplasm,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial outer membrane,endosome,endosome membrane,membrane,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,mitochondria-associated ubiquitin-dependent protein catabolic process,mitochondria-associated ubiquitin-dependent protein catabolic process,mitochondria-associated ubiquitin-dependent protein catabolic process,ubiquitin recycling,ubiquitin recycling,K48-linked polyubiquitin modification-dependent protein binding,ubiquitin recycling,cytoplasm,nucleus,ubiquitin binding,proteasome-mediated ubiquitin-dependent protein catabolic process",P36037,XI
YKL214C,YRA2,NC_001143.9,,31082,31693,-,Yra2p,RNA processing and modification,"nucleic acid binding,RNA binding,nucleus,DNA binding,mRNA transport,nucleus,nucleus,poly(A)+ mRNA export from nucleus,RNA binding,RNA binding,ribonucleoprotein complex,nucleus,mRNA binding,cytoplasm",P36036,XI
YKL215C,OXP1,NC_001143.9,,26827,30687,-,5-oxoprolinase,Amino acid transport and metabolism,"5-oxoprolinase (ATP-hydrolyzing) activity,5-oxoprolinase (ATP-hydrolyzing) activity,glutathione metabolic process,nucleotide binding,ATP binding,hydrolase activity,5-oxoprolinase (ATP-hydrolyzing) activity,cytoplasm,cytoplasm,cytoplasm,cytoplasm,catalytic activity,hydrolase activity,hydrolase activity,5-oxoprolinase (ATP-hydrolyzing) activity,glutathione metabolic process",P28273,XI
YKL216W,URA1,NC_001143.9,,25215,26159,+,dihydroorotate dehydrogenase,Nucleotide transport and metabolism,"'de novo' pyrimidine nucleobase biosynthetic process,dihydroorotate dehydrogenase activity,dihydroorotate dehydrogenase activity,'de novo' pyrimidine nucleobase biosynthetic process,'de novo' pyrimidine nucleobase biosynthetic process,cytoplasm,oxidoreductase activity,cytoplasm,dihydroorotate dehydrogenase (fumarate) activity,pyrimidine nucleotide biosynthetic process,'de novo' UMP biosynthetic process,dihydroorotate dehydrogenase activity,dihydroorotate dehydrogenase activity,dihydroorotate dehydrogenase activity,oxidoreductase activity, acting on the CH-CH group of donors,oxidoreductase activity, acting on the CH-CH group of donors,pyrimidine nucleotide biosynthetic process,pyrimidine nucleotide biosynthetic process,UMP biosynthetic process,cytoplasm,cytoplasm,cytoplasm,'de novo' pyrimidine nucleobase biosynthetic process,cytoplasm,'de novo' pyrimidine nucleobase biosynthetic process,dihydroorotate dehydrogenase activity",P28272,XI
YKL217W,JEN1,NC_001143.9,,22234,24084,+,monocarboxylate/H+ symporter,Inorganic ion transport and metabolism,"selenite:proton symporter activity,plasma membrane selenite transport,secondary active monocarboxylate transmembrane transporter activity,plasma membrane pyruvate transport,plasma membrane lactate transport,plasma membrane lactate transport,plasma membrane,fungal-type vacuole,mitochondrion,mitochondrion,cell periphery,membrane,membrane,transmembrane transporter activity,transmembrane transporter activity,transmembrane transport,sialic acid transmembrane transporter activity,sialic acid transport,membrane,membrane,proton transmembrane transport,plasma membrane,plasma membrane lactate transport,secondary active monocarboxylate transmembrane transporter activity",P36035,XI
YKL218C,SRY1,NC_001143.9,,17359,18339,-,threo-3-hydroxy-L-aspartate ammonia-lyase SRY1,Amino acid transport and metabolism,"pyridoxal phosphate binding,amino acid metabolic process,threo-3-hydroxyaspartate ammonia-lyase activity,threo-3-hydroxyaspartate ammonia-lyase activity,cellular modified amino acid catabolic process,cellular modified amino acid catabolic process,cellular_component,lyase activity,threo-3-hydroxyaspartate ammonia-lyase activity,L-serine ammonia-lyase activity,threonine racemase activity,serine racemase activity,magnesium ion binding,D-serine ammonia-lyase activity,pyridoxal phosphate binding,ATP binding",P36007,XI
YKL219W,COS9,NC_001143.9,,14485,15708,+,Cos9p,"Intracellular trafficking, secretion, and vesicular transport","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,endosome,molecular_function,membrane,membrane",P36034,XI
YKL220C,FRE2,NC_001143.9,,9091,11226,-,ferric/cupric-chelate reductase,Inorganic ion transport and metabolism,"ferric-chelate reductase activity,iron ion transport,copper ion import,plasma membrane,ferric-chelate reductase activity,iron ion transport,membrane,oxidoreductase activity,oxidoreductase activity,oxidoreductase activity,fungal-type vacuole,oxidoreductase activity,metal ion binding,ferric-chelate reductase (NADPH) activity,monoatomic ion transport,copper ion transport,plasma membrane,plasma membrane,membrane,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,iron ion transmembrane transport,copper ion import,ferric-chelate reductase activity,iron ion transport,intracellular iron ion homeostasis,plasma membrane",P36033,XI
YKL221W,MCH2,NC_001143.9,,6107,7528,+,Mch2p,Carbohydrate transport and metabolism,"symporter activity,membrane,membrane,transmembrane transporter activity,transmembrane transport,molecular_function,biological_process,membrane",P36032,XI
YKL222C,YKL222C,NC_001143.9,,3503,5620,-,uncharacterized protein,Transcription,"nucleus,mitotic spindle,biological_process,sequence-specific DNA binding,nucleus,DNA binding,metal ion binding,nucleus,regulation of DNA-templated transcription,regulation of DNA-templated transcription,regulation of transcription by RNA polymerase II,DNA binding,DNA-templated transcription,zinc ion binding,zinc ion binding,zinc ion binding,zinc ion binding,DNA-binding transcription factor activity, RNA polymerase II-specific,DNA-binding transcription factor activity, RNA polymerase II-specific",P35995,XI
YKL224C,PAU16,NC_001143.9,,1810,2181,-,seripauperin PAU16,"Post-translational modification, protein turnover, and chaperones","molecular_function,biological_process,fungal-type vacuole,fungal-type cell wall,structural constituent of cell wall,fungal-type cell wall organization",P35994,XI
YKR001C,VPS1,NC_001143.9,,440608,442722,-,dynamin-like GTPase VPS1,"Intracellular trafficking, secretion, and vesicular transport","peroxisome,GTPase activity,protein targeting to vacuole,endocytosis,peroxisome organization,peroxisome organization,vacuolar transport,peroxisome fission,actin cytoskeleton organization,protein retention in Golgi apparatus,lipid tube assembly,fungal-type vacuole membrane,late endosome,actin cortical patch,organelle organization,nucleotide binding,GTP binding,cell cycle,mitochondrial outer membrane,GTPase activity,GTPase activity,GTP binding,GTP binding,GTP binding,endocytosis,actin filament binding,actin filament bundle assembly,actin filament bundle assembly,endocytosis,mitochondrion,cytosol,cell division,meiotic cell cycle,cytoplasm,cytoskeleton,cytoskeleton,microtubule,GTPase activity,peroxisome organization,peroxisome,microtubule,microtubule binding,cytoplasm,membrane",P21576,XI
YKR002W,PAP1,NC_001143.9,,443232,444938,+,polynucleotide adenylyltransferase PAP1,RNA processing and modification,"RNA polyadenylation,RNA polyadenylation,RNA polyadenylation,nucleus,mRNA polyadenylation,sno(s)RNA polyadenylation,mRNA cleavage and polyadenylation specificity factor complex,nucleotide binding,RNA binding,nucleus,nucleus,metal ion binding,ATP binding,transferase activity,RNA binding,RNA binding,nucleotidyltransferase activity,nucleotidyltransferase activity,RNA 3'-end processing,mRNA polyadenylation,mRNA processing,poly(A) RNA polymerase activity,poly(A) RNA polymerase activity,mRNA polyadenylation,nucleus,poly(A) RNA polymerase activity",P29468,XI
YKR003W,OSH6,NC_001143.9,,445381,446727,+,oxysterol-binding protein OSH6,Signal transduction mechanisms,"sterol transfer activity,lipid binding,intermembrane lipid transfer,lipid binding,phosphatidylinositol-5-phosphate binding,phosphatidylinositol-3,4-bisphosphate binding,phosphatidylinositol-4-phosphate binding,phosphatidic acid binding,phosphatidylinositol-3,5-bisphosphate binding,exocytosis,exocytosis,exocytosis,exocytosis,exocytosis,exocytosis,exocytosis,endocytosis,endocytosis,endocytosis,endocytosis,endocytosis,endocytosis,sterol transport,sterol transport,sterol transport,sterol transport,sterol transport,sterol transport,sterol metabolic process,maintenance of cell polarity,maintenance of cell polarity,maintenance of cell polarity,maintenance of cell polarity,maintenance of cell polarity,maintenance of cell polarity,maintenance of cell polarity,piecemeal microautophagy of the nucleus,sterol homeostasis,cytoplasm,cortical endoplasmic reticulum,lipid binding,sterol transfer activity,exocytosis,endocytosis,maintenance of cell polarity,piecemeal microautophagy of the nucleus,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,plasma membrane,cytoplasm,cytoplasm,plasma membrane,lipid binding,lipid transport,piecemeal microautophagy of the nucleus,sterol binding,maintenance of cell polarity,intracellular membrane-bounded organelle,endocytosis,membrane,exocytosis,cytosol,sterol transporter activity,cortical endoplasmic reticulum",Q02201,XI
YKR004C,ECM9,NC_001143.9,,446799,448036,-,Ecm9p,No COG annotation,"biological_process,molecular_function,cellular_component,cell wall organization,Rab geranylgeranyltransferase activity,cytoplasm,Rab-protein geranylgeranyltransferase complex,protein geranylgeranylation",Q02202,XI
YKR005C,YKR005C,NC_001143.9,,448521,450167,-,uncharacterized protein,Function unknown,"molecular_function,biological_process,mitochondrion,membrane,membrane",Q02203,XI
YKR006C,MRPL13,NC_001143.9,,450423,451217,-,mitochondrial 54S ribosomal protein YmL13,"Translation, ribosomal structure and biogenesis","mitochondrion,structural constituent of ribosome,mitochondrial translation,mitochondrial large ribosomal subunit,mitochondrion,ribonucleoprotein complex,mitochondrion,mitochondrion,ribosome,mitochondrion",Q02204,XI
YKR007W,MEH1,NC_001143.9,,451434,451988,+,Meh1p,"Intracellular trafficking, secretion, and vesicular transport","regulation of receptor recycling,lysosome organization,endosomal transport,cholesterol homeostasis,positive regulation of MAPK cascade,Ragulator complex,late endosome membrane,membrane raft,Ragulator complex,Ragulator complex,Ragulator complex,positive regulation of TOR signaling,molecular_function,vacuolar acidification,lysosomal microautophagy,protein localization to vacuole,fungal-type vacuole membrane,fungal-type vacuole membrane,fungal-type vacuole membrane,fungal-type vacuole membrane,late endosome membrane,fungal-type vacuole membrane,cytosol,autophagy,protein transport,vacuole,vacuolar membrane,membrane,cellular response to amino acid stimulus",Q02205,XI
YKR008W,RSC4,NC_001143.9,,452201,454078,+,Rsc4p,Transcription,"RSC-type complex,RSC-type complex,lysine-acetylated histone binding,nucleosome disassembly,transcription elongation by RNA polymerase II,RSC-type complex,transcription by RNA polymerase II,RSC-type complex,chromatin remodeling,chromatin organization,chromatin remodeling,nucleus,nucleus,RSC-type complex,chromatin remodeling,nucleus,chromatin binding,transcription elongation by RNA polymerase II",Q02206,XI
YKR009C,FOX2,NC_001143.9,,454352,457054,-,bifunctional hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase FOX2,"Secondary metabolites biosynthesis, transport, and catabolism","oxidoreductase activity,3-hydroxyacyl-CoA dehydrogenase activity,enoyl-CoA hydratase activity,fatty acid beta-oxidation,fatty acid beta-oxidation,oxidoreductase activity,catalytic activity,oxidoreductase activity,lyase activity,isomerase activity,lipid metabolic process,fatty acid metabolic process,fatty acid beta-oxidation,metabolic process,peroxisome,peroxisome,peroxisome,3-hydroxyacyl-CoA dehydratase activity",Q02207,XI
YKR010C,TOF2,NC_001143.9,,458924,461239,-,Tof2p,Transcription,"rDNA heterochromatin formation,phosphatase activator activity,rDNA heterochromatin formation,nucleolus organization,nucleolus organization,nucleolus organization,protein localization to nucleolar rDNA repeats,nucleolus,protein localization to nucleolar rDNA repeats,rDNA chromatin condensation,mitochondrion,mitochondrion,nucleus,nucleus,negative regulation of septation initiation signaling,nucleolus,rDNA heterochromatin formation,rDNA binding,phosphatase activator activity",Q02208,XI
YKR011C,YKR011C,NC_001143.9,,461635,462696,-,uncharacterized protein,Function unknown,"biological_process,nucleus,molecular_function",Q02209,XI
YKR013W,PRY2,NC_001143.9,,463959,464948,+,sterol-binding protein,Function unknown,"sterol binding,sterol transport,sterol transport,extracellular region,fungal-type vacuole,endoplasmic reticulum,lipid transport,extracellular region,extracellular region,extracellular region,fatty acid transport,fatty acid transport,lipid binding,extracellular space",P36110,XI
YKR014C,YPT52,NC_001143.9,,465367,466071,-,Rab family GTPase YPT52,"Intracellular trafficking, secretion, and vesicular transport","GTPase activity,protein targeting to vacuole,endocytosis,GTPase activity,Golgi to endosome transport,Golgi to endosome transport,Golgi to endosome transport,late endosome to vacuole transport via multivesicular body sorting pathway,multivesicular body assembly,late endosome,fungal-type vacuole membrane,protein transport,endoplasmic reticulum,endoplasmic reticulum,plasma membrane,plasma membrane,membrane,nucleotide binding,GTPase activity,GTP binding,GTP binding,cytosol,protein localization to endosome,GTP binding,GTPase activity,intracellular protein transport,endomembrane system",P36018,XI
YKR015C,YKR015C,NC_001143.9,,466961,468667,-,uncharacterized protein,No COG annotation,"molecular_function,biological_process,cellular_component",P36111,XI
YKR016W,MIC60,NC_001143.9,,469717,471339,+,Mic60p,"Intracellular trafficking, secretion, and vesicular transport","MICOS complex,molecular_function,cristae formation,cristae formation,cristae formation,cristae formation,protein import into mitochondrial intermembrane space,protein import into mitochondrial intermembrane space,mitochondrial inner membrane,mitochondrial crista,mitochondrial crista junction,MICOS complex,MICOS complex,cellular anatomical entity,mitochondrion,mitochondrion,mitochondrion,mitochondrion,membrane,mitochondrion,mitochondrial inner membrane,mitochondrial inner membrane,MICOS complex,cristae formation",P36112,XI
YKR017C,HEL1,NC_001143.9,,471694,473349,-,E3 ubiquitin-protein ligase HEL1,"Post-translational modification, protein turnover, and chaperones","histone catabolic process,cellular_component,transferase activity,metal ion binding,protein ubiquitination,ubiquitin-protein transferase activity,metal ion binding,protein ubiquitination,ubiquitin protein ligase activity,zinc ion binding,cytoplasm,ubiquitin conjugating enzyme binding,ubiquitin-dependent protein catabolic process,ubiquitin protein ligase activity,protein polyubiquitination,ubiquitin ligase complex,positive regulation of proteasomal ubiquitin-dependent protein catabolic process",P36113,XI
YKR018C,YKR018C,NC_001143.9,,473723,475900,-,uncharacterized protein,Function unknown,"molecular_function,biological_process,nucleus,cytoplasm,nucleus,nucleus,cytoplasm,cytoplasm",P36114,XI
YKR019C,IRS4,NC_001143.9,,476216,478063,-,Irs4p,Signal transduction mechanisms,"molecular_function,rDNA heterochromatin formation,autophagy,cellular response to starvation,fungal-type cell wall organization,inositol lipid-mediated signaling,phagophore assembly site,cellular component organization,mitochondrion,mitochondrion,lipid metabolic process,cytoplasm,endocytosis,endosomal transport,plasma membrane",P36115,XI
YKR020W,VPS51,NC_001143.9,,478338,478832,+,Vps51p,"Intracellular trafficking, secretion, and vesicular transport","retrograde transport, endosome to Golgi,protein binding,budding cell apical bud growth,vesicle organization,positive regulation of macroautophagy,intracellular sphingolipid homeostasis,GARP complex,GARP complex,regulation of cell size,cytosol,protein transport,endosome,Golgi apparatus,endosome membrane,membrane,Golgi apparatus,protein targeting to vacuole,Golgi apparatus",P36116,XI
YKR021W,ALY1,NC_001143.9,,479234,481981,+,Aly1p,Function unknown,"ubiquitin protein ligase binding,endocytosis,regulation of intracellular transport,positive regulation of ubiquitin-dependent endocytosis,early endosome,late endosome,cytoplasm,cytosol,cytoplasm,cytoplasm,ubiquitin protein ligase binding,cytoplasm,cytosol,ubiquitin-dependent endocytosis,protein-macromolecule adaptor activity",P36117,XI
YKR022C,NTR2,NC_001143.9,,482171,483139,-,Ntr2p,RNA processing and modification,"molecular_function,spliceosomal complex disassembly,spliceosomal complex disassembly,spliceosomal complex disassembly,spliceosomal complex,U2-type post-mRNA release spliceosomal complex,nucleus,nucleus,cytoplasm,endoplasmic reticulum,nucleus,nucleus,cytoplasm,cytoplasm,spliceosomal complex,RNA splicing,mRNA processing",P36118,XI
YKR023W,RQT4,NC_001143.9,,483419,485011,+,Rqt4p,Transcription,,P36119,XI
YKR024C,DBP7,NC_001143.9,,485144,487372,-,putative ATP-dependent RNA helicase,RNA processing and modification,,P36120,XI
YKR025W,RPC37,NC_001143.9,,487770,488618,+,DNA-directed RNA polymerase III subunit C37,Transcription,,P36121,XI
YKR026C,GCN3,NC_001143.9,,488738,489655,-,translation initiation factor eIF2B subunit alpha,"Translation, ribosomal structure and biogenesis",,P14741,XI
YKR027W,BCH2,NC_001143.9,,491364,493661,+,Bch2p,"Intracellular trafficking, secretion, and vesicular transport",,P36122,XI
YKR028W,SAP190,NC_001143.9,,494257,497358,+,Sap190p,"Cell cycle control, cell division, chromosome partitioning",,P36123,XI
YKR029C,SET3,NC_001143.9,,497578,499833,-,histone-binding protein SET3,Function unknown,,P36124,XI
YKR030W,GMH1,NC_001143.9,,500282,501103,+,Gmh1p,Function unknown,,P36125,XI
YKR031C,SPO14,NC_001143.9,,501344,506395,-,phospholipase D,Lipid transport and metabolism,,P36126,XI
YKR032W,YKR032W,NC_001143.9,,506517,506831,+,uncharacterized protein,No COG annotation,,P36127,XI
YKR034W,DAL80,NC_001143.9,,506898,507707,+,Dal80p,Transcription,,P26343,XI
YKR035W-A,DID2,NC_001143.9,,507939,508553,+,Did2p,"Intracellular trafficking, secretion, and vesicular transport","late endosome to vacuole transport,molecular_function,protein targeting to vacuole,late endosome to vacuole transport via multivesicular body sorting pathway,cytoplasm,late endosome,late endosome to vacuole transport,cytoplasm,intracellular membrane-bounded organelle,ESCRT III complex assembly,protein transport,endosome,endosome membrane,endomembrane system,membrane,vacuolar transport,endosome transport via multivesicular body sorting pathway,ESCRT III complex,late endosome to vacuole transport,protein transport,multivesicular body",P69771,XI
YKR036C,CAF4,NC_001143.9,,508702,510633,-,Caf4p,Function unknown,,P36130,XI
YKR037C,SPC34,NC_001143.9,,510910,511797,-,Spc34p,Cytoskeleton,,P36131,XI
YKR038C,KAE1,NC_001143.9,,511999,513159,-,tRNA N6-adenosine threonylcarbamoyltransferase,"Post-translational modification, protein turnover, and chaperones",,P36132,XI
YKR039W,GAP1,NC_001143.9,,515063,516871,+,amino acid permease GAP1,Amino acid transport and metabolism,,P19145,XI
YKR041W,YKR041W,NC_001143.9,,518198,518950,+,uncharacterized protein,Function unknown,,P36134,XI
YKR042W,UTH1,NC_001143.9,,519527,520624,+,SUN family protein UTH1,Function unknown,,P36135,XI
YKR043C,SHB17,NC_001143.9,,520897,521712,-,sedoheptulose-bisphosphatase,Carbohydrate transport and metabolism,,P36136,XI
YKR044W,UIP5,NC_001143.9,,522015,523346,+,Uip5p,Function unknown,,P36137,XI
YKR045C,YKR045C,NC_001143.9,,523418,523969,-,uncharacterized protein,Function unknown,,P36138,XI
YKR046C,PLN1,NC_001143.9,,524223,525074,-,Pln1p,Function unknown,,P36139,XI
YKR048C,NAP1,NC_001143.9,,525387,526640,-,histone chaperone NAP1,Chromatin structure and dynamics,,P25293,XI
YKR049C,FMP46,NC_001143.9,,526830,527231,-,putative redox protein,Energy production and conversion,,P36141,XI
YKR050W,TRK2,NC_001143.9,,527815,530484,+,Trk2p,Inorganic ion transport and metabolism,,P28584,XI
YKR051W,HFL1,NC_001143.9,,530946,532202,+,Hfl1p,Signal transduction mechanisms,,P36142,XI
YKR052C,MRS4,NC_001143.9,,532550,533464,-,Fe(2+) transporter,Energy production and conversion,,P23500,XI
YKR053C,YSR3,NC_001143.9,,534067,535281,-,sphinganine kinase YSR3,Lipid transport and metabolism,,P23501,XI
YKR054C,DYN1,NC_001143.9,,535647,547925,-,dynein heavy chain,Cytoskeleton,,P36022,XI
YKR055W,RHO4,NC_001143.9,,548216,549091,+,Rho family GTPase RHO4,Function unknown,,Q00246,XI
YKR056W,TRM2,NC_001143.9,,549448,551367,+,tRNA (uracil(54)-C(5))-methyltransferase,"Translation, ribosomal structure and biogenesis",,P33753,XI
YKR057W,RPS21A,NC_001143.9,,551657,552242,+,ribosomal 40S subunit protein S21A,No COG annotation,,P0C0V8,XI
YKR058W,GLG1,NC_001143.9,,552770,554620,+,glycogenin glucosyltransferase GLG1,Coenzyme transport and metabolism,,P36143,XI
YKR059W,TIF1,NC_001143.9,,554987,556174,+,translation initiation factor eIF4A,"Translation, ribosomal structure and biogenesis",,,XI
YKR060W,UTP30,NC_001143.9,,556518,557342,+,Utp30p,Function unknown,,P36144,XI
YKR061W,KTR2,NC_001143.9,,557677,558954,+,mannosyltransferase KTR2,Carbohydrate transport and metabolism,,P33550,XI
YKR062W,TFA2,NC_001143.9,,559666,560652,+,transcription factor TFIIE subunit TFA2,Transcription,,P36145,XI
YKR063C,LAS1,NC_001143.9,,560789,562297,-,rRNA-processing protein LAS1,Function unknown,,P36146,XI
YKR064W,OAF3,NC_001143.9,,562547,565138,+,Oaf3p,Transcription,,P36023,XI
YKR065C,PAM17,NC_001143.9,,565299,565892,-,Pam17p,"Intracellular trafficking, secretion, and vesicular transport",,P36147,XI
YKR066C,CCP1,NC_001143.9,,566113,567198,-,cytochrome-c peroxidase,Energy production and conversion,,P00431,XI
YKR067W,GPT2,NC_001143.9,,567918,570149,+,bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2,Lipid transport and metabolism,,P36148,XI
YKR068C,BET3,NC_001143.9,,570328,570909,-,TRAPP complex core subunit BET3,"Intracellular trafficking, secretion, and vesicular transport",,P36149,XI
YKR069W,MET1,NC_001143.9,,571612,573393,+,uroporphyrinogen-III C-methyltransferase,Coenzyme transport and metabolism,,P36150,XI
YKR070W,YKR070W,NC_001143.9,,573574,574632,+,uncharacterized protein,Carbohydrate transport and metabolism,,P36151,XI
YKR071C,DRE2,NC_001143.9,,574934,575980,-,electron carrier DRE2,Function unknown,,P36152,XI
YKR072C,SIS2,NC_001143.9,,576435,578123,-,phosphopantothenoylcysteine decarboxylase complex subunit SIS2,"Cell cycle control, cell division, chromosome partitioning",,P36024,XI
YKR073C,YKR073C,NC_001143.9,,578187,578507,-,uncharacterized protein,No COG annotation,,P36153,XI
YKR074W,AIM29,NC_001143.9,,579209,579676,+,Aim29p,Function unknown,,P36154,XI
YKR075C,YKR075C,NC_001143.9,,579827,580750,-,uncharacterized protein,Function unknown,,P36155,XI
YKR076W,ECM4,NC_001143.9,,582283,583395,+,S-glutathionyl-(chloro)hydroquinone reductase,"Post-translational modification, protein turnover, and chaperones",,P36156,XI
YKR077W,MSA2,NC_001143.9,,583653,584744,+,Msa2p,No COG annotation,,P36157,XI
YKR078W,VPS501,NC_001143.9,,584952,586709,+,sorting nexin family protein,"Intracellular trafficking, secretion, and vesicular transport",,P36158,XI
YKR079C,TRZ1,NC_001143.9,,586789,589305,-,tRNase Z,Function unknown,,P36159,XI
YKR080W,MTD1,NC_001143.9,,590395,591357,+,methylenetetrahydrofolate dehydrogenase (NAD(+)),Coenzyme transport and metabolism,,Q02046,XI
YKR081C,RPF2,NC_001143.9,,591506,592540,-,rRNA-binding ribosome biosynthesis protein RPF2,"Translation, ribosomal structure and biogenesis",,P36160,XI
YKR082W,NUP133,NC_001143.9,,592825,596298,+,Nup133p,"Intracellular trafficking, secretion, and vesicular transport",,P36161,XI
YKR083C,DAD2,NC_001143.9,,596421,596822,-,Dad2p,Cytoskeleton,,P36162,XI
YKR084C,HBS1,NC_001143.9,,597055,598890,-,ribosome dissociation factor GTPase HBS1,"Translation, ribosomal structure and biogenesis",,P32769,XI
YKR085C,MRPL20,NC_001143.9,,599094,599681,-,mitochondrial 54S ribosomal protein YmL20,"Translation, ribosomal structure and biogenesis",,P22354,XI
YKR086W,PRP16,NC_001143.9,,599857,603072,+,DEAH-box RNA helicase PRP16,RNA processing and modification,,P15938,XI
YKR087C,OMA1,NC_001143.9,,603195,604232,-,metalloendopeptidase,"Post-translational modification, protein turnover, and chaperones",,P36163,XI
YKR088C,TVP38,NC_001143.9,,604405,605418,-,Tvp38p,"Intracellular trafficking, secretion, and vesicular transport",,P36164,XI
YKR089C,TGL4,NC_001143.9,,605633,608365,-,triacylglycerol lipase,Lipid transport and metabolism,,P36165,XI
YKR090W,PXL1,NC_001143.9,,608946,611066,+,Pxl1p,Signal transduction mechanisms,,P36166,XI
YKR091W,SRL3,NC_001143.9,,611525,612265,+,DNA-binding protein SRL3,No COG annotation,,P36167,XI
YKR092C,SRP40,NC_001143.9,,612665,613885,-,Srp40p,Nuclear structure,,P32583,XI
YKR093W,PTR2,NC_001143.9,,615730,617535,+,Ptr2p,Inorganic ion transport and metabolism,,P32901,XI
YKR094C,RPL40B,NC_001143.9,,617996,618750,-,ubiquitin-ribosomal 60S subunit protein L40B fusion protein,No COG annotation,,P0CH09,XI
YKR095W,MLP1,NC_001143.9,,619805,625432,+,Mlp1p,Function unknown,,Q02455,XI
YKR095W-A,PCC1,NC_001143.9,,625864,626205,+,chromatin DNA-binding EKC/KEOPS complex subunit PCC1,No COG annotation,"chromatin DNA binding,telomere maintenance via recombination,positive regulation of transcription by RNA polymerase II,tRNA threonylcarbamoyladenosine metabolic process,tRNA threonylcarbamoyladenosine metabolic process,nucleus,nucleus,chromosome,tRNA processing,chromosome, telomeric region,chromosome, telomeric region,EKC/KEOPS complex,tRNA threonylcarbamoyladenosine metabolic process,EKC/KEOPS complex",Q3E833,XI
YKR096W,ESL2,NC_001143.9,,626793,630380,+,Esl2p,Function unknown,,P36168,XI
YKR097W,PCK1,NC_001143.9,,631152,632801,+,phosphoenolpyruvate carboxykinase PCK1,Coenzyme transport and metabolism,,P10963,XI
YKR098C,UBP11,NC_001143.9,,633026,635179,-,ubiquitin-specific protease UBP11,"Post-translational modification, protein turnover, and chaperones",,P36026,XI
