,gene_id,GO_term
36878,YHL002W,vacuolar transport
36879,YHL002W,vesicle-mediated transport
36880,YHL002W,protein transport
36881,YHL002W,endosome
36882,YHL002W,endosome membrane
36883,YHL002W,membrane
36884,YHL002W,lysosomal microautophagy
36885,YHL002W,vacuolar membrane
36886,YHL002W,cytoplasm
36887,YHL002W,intracellular membrane-bounded organelle
36888,YHL002W,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
36889,YHL002W,ESCRT-0 complex
36890,YHL001W,ribonucleoprotein complex
36891,YHL001W,RNA binding
36892,YHL001W,structural constituent of ribosome
36893,YHL001W,cytoplasmic translation
36894,YHL001W,cytosolic large ribosomal subunit
36895,YHL001W,cytoplasm
36896,YHL001W,cytoplasm
36897,YHL001W,ribosome
36898,YHL001W,RNA binding
36899,YHL001W,structural constituent of ribosome
36900,YHL001W,structural constituent of ribosome
36901,YHL001W,translation
36902,YHL001W,ribosome
36903,YHL001W,maturation of LSU-rRNA
36904,YHL001W,ribosomal large subunit assembly
36905,YHL001W,nucleolus
36906,YHL001W,structural constituent of ribosome
36907,YHL001W,cytosolic large ribosomal subunit
36908,YHL001W,RNA binding
36909,YHL001W,ribosomal large subunit biogenesis
36910,YHR001W,sterol transfer activity
36911,YHR001W,lipid binding
36912,YHR001W,lipid binding
36913,YHR001W,exocytosis
36914,YHR001W,exocytosis
36915,YHR001W,exocytosis
36916,YHR001W,exocytosis
36917,YHR001W,exocytosis
36918,YHR001W,exocytosis
36919,YHR001W,exocytosis
36920,YHR001W,endocytosis
36921,YHR001W,endocytosis
36922,YHR001W,endocytosis
36923,YHR001W,endocytosis
36924,YHR001W,endocytosis
36925,YHR001W,endocytosis
36926,YHR001W,sterol transport
36927,YHR001W,sterol transport
36928,YHR001W,sterol transport
36929,YHR001W,sterol transport
36930,YHR001W,sterol transport
36931,YHR001W,sterol transport
36932,YHR001W,sterol metabolic process
36933,YHR001W,maintenance of cell polarity
36934,YHR001W,maintenance of cell polarity
36935,YHR001W,maintenance of cell polarity
36936,YHR001W,maintenance of cell polarity
36937,YHR001W,maintenance of cell polarity
36938,YHR001W,maintenance of cell polarity
36939,YHR001W,piecemeal microautophagy of the nucleus
36940,YHR001W,late endosome to vacuole transport
36941,YHR001W,cytoplasm
36942,YHR001W,cortical endoplasmic reticulum
36943,YHR001W,lipid binding
36944,YHR001W,sterol transfer activity
36945,YHR001W,exocytosis
36946,YHR001W,endocytosis
36947,YHR001W,maintenance of cell polarity
36948,YHR001W,cytosol
36949,YHR001W,lipid binding
36950,YHR001W,endoplasmic reticulum
36951,YHR001W,endoplasmic reticulum membrane
36952,YHR001W,intermembrane lipid transfer
36953,YHR001W,cytoplasm
36954,YHR001W,plasma membrane
36955,YHR001W,cytoplasm
36956,YHR001W,plasma membrane
36957,YHR001W,membrane
36958,YHR001W,lipid transport
36959,YHR001W,piecemeal microautophagy of the nucleus
36960,YHR001W,piecemeal microautophagy of the nucleus
36961,YHR001W,cortical endoplasmic reticulum
36962,YHR001W,sterol binding
36963,YHR001W,exocytosis
36964,YHR001W,cytosol
36965,YHR001W,membrane
36966,YHR001W,sterol transporter activity
36967,YHR001W,intracellular membrane-bounded organelle
36968,YHR001W,maintenance of cell polarity
36969,YHR001W,endocytosis
36970,YHR002W,coenzyme A transmembrane transporter activity
36971,YHR002W,coenzyme A transport
36972,YHR002W,mitochondrial inner membrane
36973,YHR002W,mitochondrial inner membrane
36974,YHR002W,mitochondrion
36975,YHR002W,mitochondrion
36976,YHR002W,mitochondrial inner membrane
36977,YHR002W,membrane
36978,YHR002W,transmembrane transport
36979,YHR002W,mitochondrial inner membrane
36980,YHR002W,mitochondrial coenzyme A transmembrane transport
36981,YHR002W,mitochondrial inner membrane
36982,YHR002W,coenzyme A transmembrane transporter activity
36983,YHR003C,tRNA threonylcarbamoyladenosine dehydratase
36984,YHR003C,cyclic threonylcarbamoyladenosine biosynthetic process
36985,YHR003C,mitochondrion
36986,YHR003C,mitochondrion
36987,YHR003C,mitochondrion
36988,YHR003C,mitochondrion
36989,YHR003C,mitochondrial outer membrane
36990,YHR003C,mitochondrial outer membrane
36991,YHR003C,membrane
36992,YHR003C,ubiquitin-like modifier activating enzyme activity
36993,YHR003C,nucleotide binding
36994,YHR003C,ATP binding
36995,YHR003C,ligase activity
36996,YHR003C,mitochondrion
36997,YHR003C,mitochondrial outer membrane
36998,YHR003C,cyclic threonylcarbamoyladenosine biosynthetic process
36999,YHR003C,tRNA threonylcarbamoyladenosine dehydratase
37000,YHR004C,membrane
37001,YHR004C,Nem1-Spo7 phosphatase complex
37002,YHR004C,phosphoprotein phosphatase activity
37003,YHR004C,nuclear envelope organization
37004,YHR004C,negative regulation of phospholipid biosynthetic process
37005,YHR004C,lipid droplet
37006,YHR004C,positive regulation of lipid biosynthetic process
37007,YHR004C,lipid droplet formation
37008,YHR004C,mitochondrion
37009,YHR004C,mitochondrion
37010,YHR004C,phosphoprotein phosphatase activity
37011,YHR004C,protein serine/threonine phosphatase activity
37012,YHR004C,hydrolase activity
37013,YHR004C,nucleus
37014,YHR004C,endoplasmic reticulum
37015,YHR004C,endoplasmic reticulum membrane
37016,YHR004C,membrane
37017,YHR004C,nuclear membrane
37018,YHR004C,phosphatase activity
37019,YHR004C,phosphoprotein phosphatase activity
37020,YHR004C,regulation of phospholipid biosynthetic process
37021,YHR004C,myosin phosphatase activity
37022,YHR004C,endoplasmic reticulum
37023,YHR004C,protein serine/threonine phosphatase activity
37024,YHR005C,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
37025,YHR005C,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
37026,YHR005C,GTPase activity
37027,YHR005C,GTPase activity
37028,YHR005C,karyogamy involved in conjugation with cellular fusion
37029,YHR005C,nuclear migration involved in conjugation with cellular fusion
37030,YHR005C,pheromone-dependent signal transduction involved in conjugation with cellular fusion
37031,YHR005C,inositol lipid-mediated signaling
37032,YHR005C,regulation of MAPK export from nucleus
37033,YHR005C,endosome
37034,YHR005C,heterotrimeric G-protein complex
37035,YHR005C,heterotrimeric G-protein complex
37036,YHR005C,heterotrimeric G-protein complex
37037,YHR005C,heterotrimeric G-protein complex
37038,YHR005C,plasma membrane
37039,YHR005C,GTP binding
37040,YHR005C,metal ion binding
37041,YHR005C,signal transduction
37042,YHR005C,response to pheromone
37043,YHR005C,endosome
37044,YHR005C,plasma membrane
37045,YHR005C,endosome membrane
37046,YHR005C,membrane
37047,YHR005C,plasma membrane
37048,YHR005C,GTPase activity
37049,YHR005C,pheromone-dependent signal transduction involved in conjugation with cellular fusion
37050,YHR005C,G protein-coupled receptor binding
37051,YHR005C,GTPase activity
37052,YHR005C,GTPase activity
37053,YHR005C,GTP binding
37054,YHR005C,guanyl nucleotide binding
37055,YHR005C,signal transduction
37056,YHR005C,G protein-coupled receptor signaling pathway
37057,YHR005C,G protein-coupled receptor signaling pathway
37058,YHR005C,G-protein beta/gamma-subunit complex binding
37059,YHR005C,heterotrimeric G-protein complex
37060,YHR005C,G-protein beta-subunit binding
37061,YHR005C,cytosol
37062,YHR005C,nucleotide binding
37063,YHR005C,cytosol
37064,YHR005C,regulation of carbohydrate metabolic process
37065,YHR005C,G protein-coupled receptor binding
37066,YHR005C,heterotrimeric G-protein complex
37067,YHR005C,GTPase activity
37068,YHR005C,G-protein beta/gamma-subunit complex binding
37069,YHR005C,pheromone-dependent signal transduction involved in conjugation with cellular fusion
37070,YHR006W,positive regulation of transcription by RNA polymerase II
37071,YHR006W,RNA polymerase II cis-regulatory region sequence-specific DNA binding
37072,YHR006W,nucleus
37073,YHR006W,cytoplasm
37074,YHR006W,DNA-binding transcription activator activity
37075,YHR006W, RNA polymerase II-specific
37076,YHR006W,DNA-binding transcription activator activity
37077,YHR006W, RNA polymerase II-specific
37078,YHR006W,DNA-binding transcription activator activity
37079,YHR006W, RNA polymerase II-specific
37080,YHR006W,DNA-binding transcription activator activity
37081,YHR006W, RNA polymerase II-specific
37082,YHR006W,DNA binding
37083,YHR006W,metal ion binding
37084,YHR006W,nucleus
37085,YHR006W,nucleus
37086,YHR006W,plasma membrane
37087,YHR006W,membrane
37088,YHR006W,plasma membrane
37089,YHR006W,zinc ion binding
37090,YHR006W,regulation of transcription by RNA polymerase II
37091,YHR006W,nucleus
37092,YHR006W,DNA-binding transcription factor activity
37093,YHR006W, RNA polymerase II-specific
37094,YHR006W,RNA polymerase II cis-regulatory region sequence-specific DNA binding
37095,YHR007C,sterol 14-demethylase activity
37096,YHR007C,ergosterol biosynthetic process
37097,YHR007C,endoplasmic reticulum
37098,YHR007C,monooxygenase activity
37099,YHR007C,monooxygenase activity
37100,YHR007C,monooxygenase activity
37101,YHR007C,iron ion binding
37102,YHR007C,iron ion binding
37103,YHR007C,iron ion binding
37104,YHR007C,iron ion binding
37105,YHR007C,monooxygenase activity
37106,YHR007C,metal ion binding
37107,YHR007C,lipid metabolic process
37108,YHR007C,steroid biosynthetic process
37109,YHR007C,steroid metabolic process
37110,YHR007C,sterol biosynthetic process
37111,YHR007C,membrane
37112,YHR007C,oxidoreductase activity
37113,YHR007C,endoplasmic reticulum
37114,YHR007C,heme binding
37115,YHR007C,heme binding
37116,YHR007C,heme binding
37117,YHR007C,oxidoreductase activity
37118,YHR007C, acting on paired donors
37119,YHR007C, with incorporation or reduction of molecular oxygen
37120,YHR007C,oxidoreductase activity
37121,YHR007C, acting on paired donors
37122,YHR007C, with incorporation or reduction of molecular oxygen
37123,YHR007C,oxidoreductase activity
37124,YHR007C, acting on paired donors
37125,YHR007C, with incorporation or reduction of molecular oxygen
37126,YHR007C,oxidoreductase activity
37127,YHR007C, acting on paired donors
37128,YHR007C, with incorporation or reduction of molecular oxygen
37129,YHR007C,sterol 14-demethylase activity
37130,YHR007C,endoplasmic reticulum membrane
37131,YHR007C,endoplasmic reticulum
37132,YHR007C,ergosterol biosynthetic process
37133,YHR007C,sterol 14-demethylase activity
37134,YHR007C,endoplasmic reticulum
37135,YHR007C,oxidoreductase activity
37136,YHR007C,ergosterol biosynthetic process
37137,YHR007C-A,molecular_function
37138,YHR007C-A,biological_process
37139,YHR007C-A,cellular_component
37140,YHR007C-A,membrane
37141,YHR007C-A,membrane
37142,YHR008C,reactive oxygen species metabolic process
37143,YHR008C,superoxide dismutase activity
37144,YHR008C,superoxide dismutase activity
37145,YHR008C,mitochondrion
37146,YHR008C,mitochondrial matrix
37147,YHR008C,mitochondrion
37148,YHR008C,mitochondrion
37149,YHR008C,mitochondrial matrix
37150,YHR008C,oxidoreductase activity
37151,YHR008C,metal ion binding
37152,YHR008C,superoxide dismutase activity
37153,YHR008C,antioxidant activity
37154,YHR008C,cellular oxidant detoxification
37155,YHR008C,metal ion binding
37156,YHR008C,metal ion binding
37157,YHR008C,metal ion binding
37158,YHR008C,metal ion binding
37159,YHR008C,superoxide metabolic process
37160,YHR008C,superoxide metabolic process
37161,YHR008C,superoxide metabolic process
37162,YHR008C,superoxide metabolic process
37163,YHR008C,removal of superoxide radicals
37164,YHR008C,mitochondrion
37165,YHR008C,mitochondrion
37166,YHR008C,mitochondrion
37167,YHR008C,superoxide dismutase activity
37168,YHR008C,superoxide dismutase activity
37169,YHR008C,superoxide dismutase activity
37170,YHR008C,superoxide dismutase activity
37171,YHR008C,mitochondrion
37172,YHR009C,molecular_function
37173,YHR009C,retrograde transport
37174,YHR009C, endosome to Golgi
37175,YHR009C,retrograde transport
37176,YHR009C, endosome to Golgi
37177,YHR009C,retrograde transport
37178,YHR009C, endosome to Golgi
37179,YHR009C,cytoplasm
37180,YHR009C,late endosome
37181,YHR009C,cytoplasm
37182,YHR009C,oxidoreductase activity
37183,YHR009C,cytoplasm
37184,YHR009C,cytoplasm
37185,YHR009C,endosome
37186,YHR009C,late endosome
37187,YHR009C,oxidoreductase activity
37188,YHR009C,cytosol
37189,YHR009C,cytoplasm
37190,YHR009C,oxidoreductase activity
37191,YHR009C,late endosome
37192,YHR009C,retrograde transport
37193,YHR009C, endosome to Golgi
37194,YHR010W,structural constituent of ribosome
37195,YHR010W,cytoplasmic translation
37196,YHR010W,cytosolic large ribosomal subunit
37197,YHR010W,ribosome
37198,YHR010W,cytoplasm
37199,YHR010W,cytoplasm
37200,YHR010W,translation
37201,YHR010W,translation
37202,YHR010W,ribosome
37203,YHR010W,ribosome
37204,YHR010W,ribonucleoprotein complex
37205,YHR010W,structural constituent of ribosome
37206,YHR010W,structural constituent of ribosome
37207,YHR010W,structural constituent of ribosome
37208,YHR010W,cytosolic large ribosomal subunit
37209,YHR011W,serine-tRNA ligase activity
37210,YHR011W,mitochondrial seryl-tRNA aminoacylation
37211,YHR011W,mitochondrion
37212,YHR011W,catalytic activity
37213,YHR011W, acting on a tRNA
37214,YHR011W,tRNA aminoacylation for protein translation
37215,YHR011W,nucleotide binding
37216,YHR011W,nucleotide binding
37217,YHR011W,nucleotide binding
37218,YHR011W,aminoacyl-tRNA ligase activity
37219,YHR011W,serine-tRNA ligase activity
37220,YHR011W,ATP binding
37221,YHR011W,ATP binding
37222,YHR011W,cytoplasm
37223,YHR011W,mitochondrion
37224,YHR011W,ATP binding
37225,YHR011W,ligase activity
37226,YHR011W,nucleotide binding
37227,YHR011W,aminoacyl-tRNA ligase activity
37228,YHR011W,serine-tRNA ligase activity
37229,YHR011W,translation
37230,YHR011W,mitochondrion
37231,YHR011W,mitochondrial matrix
37232,YHR011W,tRNA aminoacylation for protein translation
37233,YHR011W,seryl-tRNA aminoacylation
37234,YHR011W,mitochondrial seryl-tRNA aminoacylation
37235,YHR011W,tRNA binding
37236,YHR011W,serine-tRNA ligase activity
37237,YHR011W,mitochondrion
37238,YHR012W,retrograde transport
37239,YHR012W, endosome to Golgi
37240,YHR012W,endosome
37241,YHR012W,retromer complex
37242,YHR012W,retromer complex
37243,YHR012W,retromer
37244,YHR012W, cargo-selective complex
37245,YHR012W,cellular anatomical entity
37246,YHR012W,protein transport
37247,YHR012W,cargo adaptor activity
37248,YHR012W,cargo adaptor activity
37249,YHR012W,cytosol
37250,YHR012W,endosome
37251,YHR012W,retrograde transport
37252,YHR012W, endosome to Golgi
37253,YHR012W,retromer complex
37254,YHR012W,intracellular protein transport
37255,YHR013C,N-terminal protein amino acid acetylation
37256,YHR013C,N-terminal protein amino acid acetylation
37257,YHR013C,peptide alpha-N-acetyltransferase activity
37258,YHR013C,peptide alpha-N-acetyltransferase activity
37259,YHR013C,N-terminal protein amino acid propionylation
37260,YHR013C,NatA complex
37261,YHR013C,transferase activity
37262,YHR013C,acyltransferase activity
37263,YHR013C,cytoplasm
37264,YHR013C,cytoplasm
37265,YHR013C,peptide alpha-N-acetyltransferase activity
37266,YHR013C,N-terminal protein amino acid acetylation
37267,YHR013C,NatA complex
37268,YHR013C,acyltransferase activity
37269,YHR013C, transferring groups other than amino-acyl groups
37270,YHR013C,peptide alpha-N-acetyltransferase activity
37271,YHR013C,peptide-serine-alpha-N-acetyltransferase activity
37272,YHR013C,NatA complex
37273,YHR013C,peptide-glutamate-alpha-N-acetyltransferase activity
37274,YHR014W,meiotic sister chromatid cohesion
37275,YHR014W,meiotic sister chromatid cohesion
37276,YHR014W,molecular_function
37277,YHR014W,protein localization to chromosome
37278,YHR014W, centromeric region
37279,YHR014W,meiotic spindle
37280,YHR014W,condensed chromosome
37281,YHR014W, centromeric region
37282,YHR014W,nucleus
37283,YHR014W,nucleus
37284,YHR014W,meiotic cell cycle
37285,YHR014W,positive regulation of sister chromatid cohesion
37286,YHR014W,nucleus
37287,YHR014W,sporulation resulting in formation of a cellular spore
37288,YHR015W,regulation of translation
37289,YHR015W,regulation of translation
37290,YHR015W,mRNA localization resulting in post-transcriptional regulation of gene expression
37291,YHR015W,mRNA localization resulting in post-transcriptional regulation of gene expression
37292,YHR015W,mRNA metabolic process
37293,YHR015W,prospore membrane
37294,YHR015W,RNA binding
37295,YHR015W,cytoplasm
37296,YHR015W,cytoplasm
37297,YHR015W,nucleic acid binding
37298,YHR015W,RNA binding
37299,YHR015W,RNA binding
37300,YHR015W,cytosol
37301,YHR015W,poly(U) RNA binding
37302,YHR015W,ribonucleoprotein complex
37303,YHR015W,nucleus
37304,YHR015W,mRNA 3'-UTR binding
37305,YHR015W,poly(A) binding
37306,YHR015W,cytoplasmic stress granule
37307,YHR016C,actin filament binding
37308,YHR016C,endocytosis
37309,YHR016C,actin cytoskeleton organization
37310,YHR016C,actin filament bundle assembly
37311,YHR016C,actin cortical patch localization
37312,YHR016C,actin cortical patch localization
37313,YHR016C,actin cortical patch
37314,YHR016C,cytosol
37315,YHR016C,cytoplasm
37316,YHR016C,cytoskeleton
37317,YHR016C,actin cortical patch
37318,YHR016C,phosphatidylinositol binding
37319,YHR016C,actin filament binding
37320,YHR016C,actin cortical patch localization
37321,YHR016C,actin filament bundle assembly
37322,YHR016C,actin cortical patch
37323,YHR017W,molecular_function
37324,YHR017W,biological_process
37325,YHR017W,mitochondrion
37326,YHR017W,mitochondrion
37327,YHR017W,mitochondrial outer membrane
37328,YHR017W,mitochondrion
37329,YHR017W,mitochondrial outer membrane
37330,YHR017W,mitochondrial outer membrane
37331,YHR017W,membrane
37332,YHR018C,argininosuccinate lyase activity
37333,YHR018C,arginine biosynthetic process via ornithine
37334,YHR018C,cytosol
37335,YHR018C,argininosuccinate lyase activity
37336,YHR018C,lyase activity
37337,YHR018C,arginine biosynthetic process
37338,YHR018C,amino acid biosynthetic process
37339,YHR018C,catalytic activity
37340,YHR018C,catalytic activity
37341,YHR018C,argininosuccinate lyase activity
37342,YHR018C,arginine biosynthetic process via ornithine
37343,YHR018C,arginine biosynthetic process
37344,YHR018C,arginine biosynthetic process via ornithine
37345,YHR018C,argininosuccinate lyase activity
37346,YHR018C,cytosol
37347,YHR019C,cytosol
37348,YHR019C,cytosol
37349,YHR019C,asparagine-tRNA ligase activity
37350,YHR019C,asparaginyl-tRNA aminoacylation
37351,YHR019C,aminoacyl-tRNA ligase activity
37352,YHR019C,tRNA aminoacylation for protein translation
37353,YHR019C,tRNA aminoacylation for protein translation
37354,YHR019C,tRNA aminoacylation for protein translation
37355,YHR019C,asparaginyl-tRNA aminoacylation
37356,YHR019C,nucleotide binding
37357,YHR019C,aminoacyl-tRNA ligase activity
37358,YHR019C,asparagine-tRNA ligase activity
37359,YHR019C,ATP binding
37360,YHR019C,ligase activity
37361,YHR019C,cytoplasm
37362,YHR019C,nucleotide binding
37363,YHR019C,nucleotide binding
37364,YHR019C,nucleotide binding
37365,YHR019C,nucleic acid binding
37366,YHR019C,aminoacyl-tRNA ligase activity
37367,YHR019C,aminoacyl-tRNA ligase activity
37368,YHR019C,asparagine-tRNA ligase activity
37369,YHR019C,ATP binding
37370,YHR019C,ATP binding
37371,YHR019C,ATP binding
37372,YHR019C,cytosol
37373,YHR019C,translation
37374,YHR019C,sequence-specific mRNA binding
37375,YHR019C,asparaginyl-tRNA aminoacylation
37376,YHR019C,asparagine-tRNA ligase activity
37377,YHR019C,cytoplasm
37378,YHR021C,ribonucleoprotein complex
37379,YHR021C,structural constituent of ribosome
37380,YHR021C,ribosomal small subunit assembly
37381,YHR021C,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA
37382,YHR021C, 5.8S rRNA
37383,YHR021C, LSU-rRNA)
37384,YHR021C,endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA
37385,YHR021C, 5.8S rRNA
37386,YHR021C, LSU-rRNA)
37387,YHR021C,cytoplasmic translation
37388,YHR021C,cytosolic small ribosomal subunit
37389,YHR021C,structural constituent of ribosome
37390,YHR021C,ribosomal subunit
37391,YHR021C,metal ion binding
37392,YHR021C,cytoplasm
37393,YHR021C,cytoplasm
37394,YHR021C,ribosome
37395,YHR021C,structural constituent of ribosome
37396,YHR021C,translation
37397,YHR021C,translation
37398,YHR021C,ribosome
37399,YHR021C,zinc ion binding
37400,YHR021C,cytosolic small ribosomal subunit
37401,YHR021C,structural constituent of ribosome
37402,YHR021C,RNA binding
37403,YHR021C,ribosomal small subunit assembly
37404,YHR022C,molecular_function
37405,YHR022C,biological_process
37406,YHR022C,cellular_component
37407,YHR022C,nucleotide binding
37408,YHR022C,ATP binding
37409,YHR022C,GTPase activity
37410,YHR022C,GTP binding
37411,YHR022C,GTP binding
37412,YHR022C,signal transduction
37413,YHR022C,membrane
37414,YHR022C,late endosome
37415,YHR022C,GTPase activity
37416,YHR022C,endomembrane system
37417,YHR022C,protein targeting to vacuole
37418,YHR022C,plasma membrane
37419,YHR022C,early endosome
37420,YHR022C,endocytic vesicle
37421,YHR023W,septum digestion after cytokinesis
37422,YHR023W,incipient cellular bud site
37423,YHR023W,cellular bud neck
37424,YHR023W,myosin II complex
37425,YHR023W,myosin II complex
37426,YHR023W,myosin complex
37427,YHR023W,nucleotide binding
37428,YHR023W,actin binding
37429,YHR023W,ATP binding
37430,YHR023W,organelle organization
37431,YHR023W,cellular localization
37432,YHR023W,protein binding
37433,YHR023W,protein binding
37434,YHR023W,myosin light chain binding
37435,YHR023W,myosin light chain binding
37436,YHR023W,myosin II light chain binding
37437,YHR023W,primary cell septum biogenesis
37438,YHR023W,mitotic actomyosin contractile ring contraction
37439,YHR023W,mitotic actomyosin contractile ring contraction
37440,YHR023W,mitotic actomyosin contractile ring assembly
37441,YHR023W,protein localization to mitotic actomyosin contractile ring
37442,YHR023W,protein localization to mitotic actomyosin contractile ring
37443,YHR023W,ATP binding
37444,YHR023W,ATP binding
37445,YHR023W,cytoskeletal motor activity
37446,YHR023W,cytoskeletal motor activity
37447,YHR023W,myosin complex
37448,YHR023W,myosin complex
37449,YHR023W,protein binding
37450,YHR023W,mitotic actomyosin contractile ring contraction
37451,YHR023W,mitotic actomyosin contractile ring assembly
37452,YHR023W,cellular bud neck contractile ring
37453,YHR023W,actin cytoskeleton
37454,YHR023W,actin filament binding
37455,YHR023W,mitotic actomyosin contractile ring contraction
37456,YHR023W,myosin filament
37457,YHR023W,microfilament motor activity
37458,YHR023W,myosin II complex
37459,YHR023W,cytoplasm
37460,YHR023W,mitotic actomyosin contractile ring
37461,YHR024C,mitochondrial processing peptidase complex
37462,YHR024C,protein processing involved in protein targeting to mitochondrion
37463,YHR024C,metalloendopeptidase activity
37464,YHR024C,mitochondrion
37465,YHR024C,mitochondrial matrix
37466,YHR024C,mitochondrion
37467,YHR024C,mitochondrion
37468,YHR024C,metalloendopeptidase activity
37469,YHR024C,metal ion binding
37470,YHR024C,proteolysis
37471,YHR024C,protein processing involved in protein targeting to mitochondrion
37472,YHR024C,mitochondrion
37473,YHR025W,homoserine kinase activity
37474,YHR025W,homoserine metabolic process
37475,YHR025W,cellular_component
37476,YHR025W,threonine biosynthetic process
37477,YHR025W,nucleotide binding
37478,YHR025W,kinase activity
37479,YHR025W,transferase activity
37480,YHR025W,amino acid biosynthetic process
37481,YHR025W,threonine biosynthetic process
37482,YHR025W,threonine biosynthetic process
37483,YHR025W,phosphorylation
37484,YHR025W,homoserine kinase activity
37485,YHR025W,ATP binding
37486,YHR025W,homoserine kinase activity
37487,YHR025W,ATP binding
37488,YHR025W,ATP binding
37489,YHR025W,ATP binding
37490,YHR025W,threonine metabolic process
37491,YHR026W,membrane
37492,YHR026W,proton-transporting ATPase activity
37493,YHR026W, rotational mechanism
37494,YHR026W,proton-transporting ATPase activity
37495,YHR026W, rotational mechanism
37496,YHR026W,vacuolar proton-transporting V-type ATPase
37497,YHR026W, V0 domain
37498,YHR026W,vacuolar proton-transporting V-type ATPase
37499,YHR026W, V0 domain
37500,YHR026W,proton transmembrane transport
37501,YHR026W,vacuolar membrane
37502,YHR026W,monoatomic ion transport
37503,YHR026W,membrane
37504,YHR026W,proton transmembrane transport
37505,YHR026W,proton transmembrane transport
37506,YHR026W,proton transmembrane transporter activity
37507,YHR026W,proton-transporting two-sector ATPase complex
37508,YHR026W, proton-transporting domain
37509,YHR026W,proton-transporting V-type ATPase
37510,YHR026W, V0 domain
37511,YHR026W,vacuolar acidification
37512,YHR026W,vacuolar membrane
37513,YHR026W,vacuole
37514,YHR026W,proton-transporting ATPase activity
37515,YHR026W, rotational mechanism
37516,YHR026W,proton transmembrane transport
37517,YHR027C,endopeptidase activity
37518,YHR027C,protein-macromolecule adaptor activity
37519,YHR027C,endopeptidase activity
37520,YHR027C,ubiquitin-dependent protein catabolic process
37521,YHR027C,ubiquitin-dependent protein catabolic process
37522,YHR027C,nucleus
37523,YHR027C,proteasome regulatory particle
37524,YHR027C, base subcomplex
37525,YHR027C,proteasome storage granule
37526,YHR027C,nucleus
37527,YHR027C,cytoplasm
37528,YHR027C,endoplasmic reticulum
37529,YHR027C,proteasome complex
37530,YHR027C,regulation of protein catabolic process
37531,YHR027C,proteasome complex
37532,YHR027C,enzyme regulator activity
37533,YHR027C,proteasome storage granule
37534,YHR027C,proteasome regulatory particle
37535,YHR027C, base subcomplex
37536,YHR027C,proteasome-mediated ubiquitin-dependent protein catabolic process
37537,YHR027C,nucleus
37538,YHR028C,dipeptidyl-peptidase activity
37539,YHR028C,fungal-type vacuole membrane
37540,YHR028C,protein processing
37541,YHR028C,cellular anatomical entity
37542,YHR028C,aminopeptidase activity
37543,YHR028C,serine-type peptidase activity
37544,YHR028C,hydrolase activity
37545,YHR028C,proteolysis
37546,YHR028C,vacuole
37547,YHR028C,vacuolar membrane
37548,YHR028C,membrane
37549,YHR028C,serine-type endopeptidase activity
37550,YHR028C,proteolysis
37551,YHR028C,proteolysis
37552,YHR028C,proteolysis
37553,YHR028C,serine-type peptidase activity
37554,YHR028C,fungal-type vacuole membrane
37555,YHR028C,peptidase activity
37556,YHR028C,proteolysis
37557,YHR028C,dipeptidyl-peptidase activity
37558,YHR028C,plasma membrane
37559,YHR029C,molecular_function
37560,YHR029C,endoplasmic reticulum unfolded protein response
37561,YHR029C,isomerase activity
37562,YHR029C,catalytic activity
37563,YHR029C,biosynthetic process
37564,YHR029C,chromatin
37565,YHR029C,cytoplasm
37566,YHR029C,isomerase activity
37567,YHR030C,regulation of protein import into nucleus
37568,YHR030C,nucleus
37569,YHR030C,cellular bud tip
37570,YHR030C,protein serine/threonine kinase activity
37571,YHR030C,protein serine/threonine kinase activity
37572,YHR030C,signal transduction
37573,YHR030C,regulation of cell size
37574,YHR030C,fungal-type cell wall biogenesis
37575,YHR030C,response to acidic pH
37576,YHR030C,positive regulation of division septum assembly
37577,YHR030C,positive regulation of division septum assembly
37578,YHR030C,autophagy of peroxisome
37579,YHR030C,endoplasmic reticulum unfolded protein response
37580,YHR030C,endoplasmic reticulum unfolded protein response
37581,YHR030C,response to endoplasmic reticulum stress
37582,YHR030C,regulation of fungal-type cell wall organization
37583,YHR030C,regulation of fungal-type cell wall organization
37584,YHR030C,regulation of proteasome assembly
37585,YHR030C,regulation of proteasome assembly
37586,YHR030C,regulation of proteasome assembly
37587,YHR030C,regulation of proteasome assembly
37588,YHR030C,regulation of proteasome assembly
37589,YHR030C,regulation of proteasome assembly
37590,YHR030C,nucleus
37591,YHR030C,mitochondrion
37592,YHR030C,cellular bud tip
37593,YHR030C,cellular bud neck
37594,YHR030C,cellular bud neck
37595,YHR030C,mating projection tip
37596,YHR030C,IRE1-mediated unfolded protein response
37597,YHR030C,cell wall integrity MAPK cascade
37598,YHR030C,cell wall integrity MAPK cascade
37599,YHR030C,protein kinase activity
37600,YHR030C,nucleus
37601,YHR030C,cytoplasm
37602,YHR030C,cytosol
37603,YHR030C,nucleotide binding
37604,YHR030C,protein serine/threonine kinase activity
37605,YHR030C,regulation of flocculation
37606,YHR030C,protein kinase activity
37607,YHR030C,protein kinase activity
37608,YHR030C,MAP kinase activity
37609,YHR030C,ATP binding
37610,YHR030C,ATP binding
37611,YHR030C,ATP binding
