,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,iMs
ZMO1_ZMO0920,ZMO1_ZMO0920,CP023715.1,941851.0,942240.0,-,uncharacterized protein,"Post-translational modification, protein turnover, and chaperones","ZMO0774,ZMO1206,ZMO1412,ZMO1857",Q5NP16,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.273671354,1.112618961,0.611906769,1.0,1.62468335,1.312382355,0.512916898,['heat_response']
ZMO1_ZMO0921,ZMO1_ZMO0921,CP023715.1,942389.0,943516.0,+,uncharacterized protein,Function unknown,"ZMO1126,ZMO1787",Q5NP15,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.991090594,0.850089289,0.488320011,1.0,0.895340227,0.844962903,0.605101114,
ZMO1_ZMO0922,ZMO1_ZMO0922,CP023715.1,943565.0,944011.0,+,helix-turn-helix domain-containing protein,Transcription,ZMO1787,Q5NP14,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.067397126,0.985855747,1.198405326,1.0,1.035038447,1.028662779,1.205163796,
ZMO1_ZMO0923,ZMO1_ZMO0923,CP023715.1,944051.0,945280.0,-,arginine biosynthesis bifunctional protein ArgJ,Amino acid transport and metabolism,,Q5NP13,map00220;map01100;map01110;map01130;map01210;map01230,"2.3.1.1,2.3.1.35",-2.871970194,-4.60877418,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.118256742,1.063772865,0.950232305,1.0,1.056590893,1.065127922,0.892137235,
ZMO1_ZMO0924,ZMO1_ZMO0924,CP023715.1,945633.0,948410.0,+,preprotein translocase SecA subunit,"Intracellular trafficking, secretion, and vesicular transport",,Q5NP12,map02024;map03060;map03070,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.00152908,1.062208496,1.238635906,1.0,0.996657232,1.155623868,1.287419045,
ZMO1_ZMO0925,ZMO1_ZMO0925,CP023715.1,948589.0,949158.0,+,cold-shock DNA-binding domain protein,Transcription,"ZMO0373,ZMO1336,ZMO1336,ZMO1412",Q5NP11,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.694247116,0.77766275,0.87898948,1.0,1.343428572,1.17850774,1.350020906,['noise_5']
ZMO1_ZMO0926,ZMO1_ZMO0926,CP023715.1,949303.0,949812.0,+,outer membrane lipid asymmetry maintenance protein MlaD,"Secondary metabolites biosynthesis, transport, and catabolism",,Q5NP10,map02010,,0.0,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.706600926,0.745079603,0.894546837,1.0,0.802005733,0.874345641,1.128303956,
ZMO1_ZMO2007,ZMO1_ZMO2007,CP023715.1,949809.0,950453.0,+,uncharacterized protein,Function unknown,"ZMO0199,ZMO1206,ZMO1793",D2N0W3,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.110091326,1.082052098,1.180639181,1.0,1.026932547,1.05487092,1.131389319,
ZMO1_ZMO0927,ZMO1_ZMO0927,CP023715.1,950315.0,951121.0,-,leucyl/phenylalanyl-tRNA--protein transferase,"Post-translational modification, protein turnover, and chaperones",,Q5NP09,,2.3.2.6,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.184661989,1.219715233,1.659180365,1.0,1.098426494,1.28808482,1.528898253,
ZMO1_ZMO0928,ZMO1_ZMO0928,CP023715.1,951274.0,952284.0,+,peptidase S58 DmpA,Amino acid transport and metabolism,"ZMO0940,ZMO1336",Q5NP08,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.055559073,0.986370226,0.910140381,1.0,1.178821463,1.14056386,0.91127344,
ZMO1_ZMO0929,ZMO1_ZMO0929,CP023715.1,952291.0,952416.0,-,hypothetical protein,No COG annotation,"ZMO1206,ZMO1336,ZMO1336,ZMO1857,ZMO1857",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,['fructose_transport_maybe']
ZMO1_ZMO0930,ZMO1_ZMO0930,CP023715.1,952421.0,952849.0,-,hypothetical protein,No COG annotation,ZMO0940,,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,['fructose_transport_maybe']
ZMO1_ZMO0931,ZMO1_ZMO0931,CP023715.1,952842.0,953063.0,-,hypothetical protein,No COG annotation,"ZMO0199,ZMO0925,ZMO1061",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,"['fructose_transport_maybe', 'noise_5', 'unknown_7']"
ZMO1_ZMO0932,ZMO1_ZMO0932,CP023715.1,953098.0,953652.0,-,DUF847/glycoside hydrolase family 108 domain-containing protein,Function unknown,,Q5NP04,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,['fructose_transport_maybe']
ZMO1_ZMO0934,ZMO1_ZMO0934,CP023715.1,953790.0,954116.0,-,secretion-related protein,No COG annotation,,,,,0.0,0.0,,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,['fructose_transport_maybe']
ZMO1_ZMO0935,ZMO1_ZMO0935,CP023715.1,954342.0,954974.0,-,glutathione S-transferase domain protein,Coenzyme transport and metabolism,,Q5NP01,map00480;map00980;map00982;map00983;map01524;map05200;map05204;map05225;map05418,2.5.1.18,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.396463951,1.430911653,1.277021543,1.0,1.432809016,1.295014182,1.24161941,
ZMO1_ZMO0936,ZMO1_ZMO0936,CP023715.1,955260.0,956150.0,+,EamA/RhaT family transporter,Amino acid transport and metabolism,"ZMO0373,ZMO0774,ZMO0781,ZMO1126,ZMO1206,ZMO1336,ZMO1412,ZMO1697,ZMO1793",Q5NP00,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,
ZMO1_ZMO0937,ZMO1_ZMO0937,CP023715.1,956188.0,957411.0,-,aromatic-amino-acid transaminase,Amino acid transport and metabolism,"ZMO1336,ZMO1412",Q5NNZ9,map00270;map00350;map00360;map00400;map00401;map00950;map00960;map01100;map01110;map01130;map01230,2.6.1.57,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,2.05e-16,1.95e-15,2.53e-15,6.38e-16,['NikR_Helicobacter_pylori'],1.0,1.232815704,1.165908481,1.13657976,1.0,1.159206137,1.132556702,1.252259899,['membrane_cobalmin']
ZMO1_ZMO0938,ZMO1_ZMO0938,CP023715.1,957728.0,959458.0,+,alkaline phosphatase PhoD,Function unknown,,Q5NNZ8,map00730;map00790;map01100;map02020,3.1.3.1,0.0,0.0,SignalP-TM,,,,,1.43e-15,1.11e-14,7.32e-17,5.16e-16,['NikR_Helicobacter_pylori'],1.0,1.07726369,0.899274719,0.536800955,1.0,0.855342607,0.775771764,0.499701779,
ZMO1_ZMO0939,ZMO1_ZMO0939,CP023715.1,959462.0,960763.0,-,guanine deaminase,Nucleotide transport and metabolism,ZMO0940,Q5NNZ7,map00230;map01100,3.5.4.3,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,['NikR_Helicobacter_pylori'],1.0,1.037884023,0.985999216,0.925755029,1.0,1.013041213,0.878996452,0.917063265,
ZMO1_ZMO0940,ZMO1_ZMO0940,CP023715.1,960776.0,961276.0,-,MarR family transcriptional regulator,Transcription,ZMO1336,Q5NNZ6,,,0.0,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.188565178,1.186341029,1.413179363,1.0,1.164789624,1.145777319,1.691295804,
ZMO1_ZMO0941,ZMO1_ZMO0941,CP023715.1,961390.0,962391.0,-,NAD-dependent epimerase/dehydratase,Cell wall/membrane/envelope biogenesis,ZMO0373,Q5NNZ5,map00520;map01100,5.1.3.6,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.987658828,0.967060197,1.047052259,1.0,1.104476797,1.010549706,1.35792634,
ZMO1_ZMO0942,ZMO1_ZMO0942,CP023715.1,962594.0,964132.0,-,sucrose-6-phosphate hydrolase,Carbohydrate transport and metabolism,,P0DJA7,map00051;map00052;map00500;map01100,"3.2.1.26,3.2.1.80",0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.109503259,1.159674429,1.094656267,1.0,1.175350103,1.22948928,1.057728811,
ZMO1_ZMO0945,ZMO1_ZMO0945,CP023715.1,964471.0,965358.0,-,galactose mutarotase-like structural superfamily protein,Carbohydrate transport and metabolism,ZMO1206,Q5NNZ1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.172284741,1.050938586,0.928979615,1.0,1.052053538,0.946272007,0.880658914,
ZMO1_ZMO0946,ZMO1_ZMO0946,CP023715.1,965699.0,967177.0,+,trigger factor,"Cell cycle control, cell division, chromosome partitioning",,Q5NNZ0,,,-2.845130316,-1.670488742,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.903754784,0.880316142,0.847376588,1.0,0.894517969,0.829135665,0.764137554,['translation_1']
ZMO1_ZMO0947,ZMO1_ZMO0947,CP023715.1,967195.0,968160.0,+,glycosyl transferase family 2,Cell wall/membrane/envelope biogenesis,"ZMO0373,ZMO0373,ZMO1126,ZMO1857",Q5NNY9,,,-2.487733364,-1.484229823,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.979075751,0.766207368,0.889406435,1.0,0.571717673,0.739933326,0.863070885,
ZMO1_ZMO0948,ZMO1_ZMO0948,CP023715.1,968239.0,968871.0,+,ATP-dependent Clp protease proteolytic subunit ClpP,"Post-translational modification, protein turnover, and chaperones",,Q5NNY8,map04112;map04212,3.4.21.92,-2.427942841,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.949601042,0.908886314,0.950575235,1.0,0.949621664,1.027567341,1.008818411,['heat_response']
ZMO1_ZMO0949,ZMO1_ZMO0949,CP023715.1,969021.0,970289.0,+,ATP-dependent Clp protease ATP-binding subunit ClpX,"Post-translational modification, protein turnover, and chaperones",,Q5NNY7,map04112,,-1.155179265,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.856814303,0.726920411,0.700280386,1.0,0.743410489,0.668645925,0.558994881,
ZMO1_ZMO0950,ZMO1_ZMO0950,CP023715.1,970346.0,970957.0,-,GCN5-related N-acetyltransferase,Transcription,"ZMO1126,ZMO1787",Q5NNY6,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.288068173,1.164805146,1.306189226,1.0,1.124732156,1.027229313,1.278390355,
ZMO1_ZMO0951,ZMO1_ZMO0951,CP023715.1,970961.0,971818.0,-,coproporphyrinogen oxidase,Coenzyme transport and metabolism,,Q5NNY5,map00860;map01100;map01110,1.3.3.3,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.153636321,1.182787338,1.438214477,1.0,1.121736122,0.930772291,1.415855951,
ZMO1_ZMO0952,trmL,CP023715.1,971805.0,972263.0,-,SpoU type tRNA/rRNA methyltransferase,"Translation, ribosomal structure and biogenesis","ZMO0199,ZMO0940,ZMO1336,ZMO1787,ZMO1787",Q5NNY4,,2.1.1.207,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.261555357,1.271703103,1.560914634,1.0,1.451116616,1.433622668,1.754087886,
ZMO1_ZMO0956,ZMO1_ZMO0956,CP023715.1,974471.0,975067.0,+,ubiquinol-cytochrome c reductase iron-sulfur subunit,Energy production and conversion,"ZMO0023,ZMO0373,ZMO1121",Q5NNY0,map00190;map01100;map02020;map04260;map04714;map04932;map05010;map05012;map05016,1.10.2.2,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.996516912,0.966013745,0.823948139,1.0,1.16753625,1.159280571,0.984587456,
ZMO1_ZMO0957,ZMO1_ZMO0957,CP023715.1,975075.0,976331.0,+,cytochrome b,Energy production and conversion,,Q5NNX9,map00190;map01100;map02020;map04260;map04714;map04932;map05010;map05012;map05016,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,['MogR_Listeria_monocytogenes'],1.0,0.960060312,1.132801646,1.503348277,1.0,1.019800405,0.921676507,1.119915335,
ZMO1_ZMO0958,ZMO1_ZMO0958,CP023715.1,976333.0,977172.0,+,cytochrome c1,Energy production and conversion,,Q5NNX8,map00190;map01100;map02020;map04260;map04714;map04932;map05010;map05012;map05016,,0.0,0.0,2Fe-2S ferredoxin-type iron-sulfur binding region signature.;SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.07709885,1.115199253,1.120495301,1.0,0.894248788,0.956579249,0.974726554,
ZMO1_ZMO0959,mtgA,CP023715.1,977102.0,977848.0,-,peptidoglycan transglycosylase,Cell wall/membrane/envelope biogenesis,,Q5NNX7,map00550,2.4.1.129,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0961,ZMO1_ZMO0961,CP023715.1,977985.0,978479.0,+,class I cytochrome c,Energy production and conversion,,Q5NNX5,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.615952236,0.388370868,0.112378183,1.0,0.702597956,0.439467554,0.087025195,
ZMO1_ZMO0962,ZMO1_ZMO0962,CP023715.1,978487.0,979632.0,-,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism,,Q5NNX4,map00520;map01130,3.5.1.25,0.0,-1.773128048,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,['NikR_Helicobacter_pylori'],1.0,0.973546117,0.819777336,0.8193009,1.0,0.979164727,0.883171246,0.878529365,
ZMO1_ZMO0963,ZMO1_ZMO0963,CP023715.1,979708.0,980337.0,-,TetR family transcriptional regulator,Transcription,"ZMO0940,ZMO1697,ZMO1787",Q5NNX3,,,0.0,-1.218646305,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.02846998,0.962222126,1.164616962,1.0,1.001512202,1.045216549,1.218154279,['tetR_family_KO_1']
ZMO1_ZMO0964,ZMO1_ZMO0964,CP023715.1,980430.0,981863.0,+,NodT family RND efflux system outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,Q5NNX2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.864001533,0.889685643,0.985043286,1.0,0.843309716,0.759547646,0.940472117,['tetR_family_KO_1']
ZMO1_ZMO0965,ZMO1_ZMO0965,CP023715.1,981885.0,983090.0,+,efflux pump membrane protein,Defense mechanisms,ZMO1697,Q5NNX1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.881298091,0.965180986,1.046284262,1.0,0.842060296,0.900311515,0.965789505,['tetR_family_KO_1']
ZMO1_ZMO0966,ZMO1_ZMO0966,CP023715.1,983068.0,984669.0,+,EmrB/QacA subfamily drug resistance transporter,Amino acid transport and metabolism,,Q5NNX0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.076070179,0.412869657,0.969282435,1.0,0.654026717,0.571445415,0.720553588,['tetR_family_KO_1']
ZMO1_ZMO0967,ZMO1_ZMO0967,CP023715.1,984763.0,985959.0,+,NupC-like Na+ dependent nucleoside transporter,Nucleotide transport and metabolism,"ZMO0940,ZMO1697",Q5NNW9,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0968,ZMO1_ZMO0968,CP023715.1,985963.0,986190.0,+,hypothetical protein,No COG annotation,"ZMO1412,ZMO1793",,,,-1.208143931,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],,,,,,,,,"['membrane_cobalmin', 'unknown_7']"
ZMO1_ZMO0969,ZMO1_ZMO0969,CP023715.1,986174.0,987499.0,+,xanthine/uracil/vitamin C permease,Function unknown,,Q5NNW7,,,0.0,0.0,SignalP-TM,,,,,1.54e-28,4.880000000000001e-27,0.0,3.71e-13,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,
ZMO1_ZMO0970,ZMO1_ZMO0970,CP023715.1,987504.0,988625.0,+,purine nucleoside permease,Nucleotide transport and metabolism,ZMO0199,Q5NNW6,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM;Thaumatin family profile.",,,,,,,,,[],1.0,0.807911125,0.63991837,0.314763732,1.0,0.891143347,0.726677011,0.38080371,
ZMO1_ZMO0971,ZMO1_ZMO0971,CP023715.1,988662.0,989675.0,+,adenosine deaminase,Nucleotide transport and metabolism,,Q5NNW5,map00230;map01100,3.5.4.2,-1.041216547,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.841168221,0.766628512,0.69700968,1.0,0.96121695,0.80737063,0.777555121,
ZMO1_ZMO0972,ZMO1_ZMO0972,CP023715.1,989764.0,990918.0,+,hopanoid biosynthesis associated glycosyl transferase protein HpnI,Cell wall/membrane/envelope biogenesis,"ZMO0199,ZMO0373,ZMO1126,ZMO1336,ZMO1356,ZMO1697",Q5NNW4,map00600;map01100,2.4.1.80,-2.159336679,-2.558542914,SignalP-TM;SignalP-noTM,,,,,2.5e-15,1.64e-14,1.24e-15,7.98e-16,[],1.0,0.752859479,0.715571914,0.887959745,1.0,0.730014496,0.574871024,0.822409766,
ZMO1_ZMO0973,ZMO1_ZMO0973,CP023715.1,990933.0,992363.0,+,hopanoid biosynthesis associated radical SAM protein HpnJ,Energy production and conversion,ZMO0631,Q5NNW3,,,0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,0.812898138,0.827398218,0.929988774,1.0,0.787364004,0.783846694,0.922659693,
ZMO1_ZMO0974,ZMO1_ZMO0974,CP023715.1,992379.0,993224.0,+,hopanoid biosynthesis associated protein HpnK,Carbohydrate transport and metabolism,ZMO1121,Q5NNW2,,,-2.290762725,-2.648832794,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,1.121722856,1.05025296,0.870164674,1.0,1.030036624,0.890682447,0.810925517,
ZMO1_ZMO0975,ZMO1_ZMO0975,CP023715.1,993426.0,994415.0,+,putative membrane spanning protein,Function unknown,ZMO0373,Q5NNW1,,,0.0,-2.217406208,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.615941588,0.724330842,0.662696511,1.0,0.707715403,0.664757855,0.709833912,
ZMO1_ZMO0976,ZMO1_ZMO0976,CP023715.1,994609.0,995631.0,-,xylose reductase,Energy production and conversion,,Q5NNW0,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.566187527,2.506303431,3.048565099,1.0,1.679732423,2.197092134,2.631294608,
ZMO1_ZMO0978,ZMO1_ZMO0978,CP023715.1,995772.0,996677.0,-,periplasmic binding protein,Inorganic ion transport and metabolism,ZMO1787,Q5NNV8,map02010,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.957978538,0.761398665,0.502147776,1.0,0.717965513,0.550413437,0.305861625,
ZMO1_ZMO0979,ZMO1_ZMO0979,CP023715.1,997006.0,999117.0,+,TonB-dependent receptor,Coenzyme transport and metabolism,"ZMO0199,ZMO0925,ZMO1124,ZMO1268,ZMO1383,ZMO1733,ZMO1944",Q5NNV7,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.343524058,0.329544884,0.435657303,1.0,0.837151751,0.536223106,0.433433739,"['ETC_and_MEP', 'membrane_cobalmin']"
ZMO1_ZMO0980,ZMO1_ZMO0980,CP023715.1,999184.0,1000293.0,-,DNA polymerase III beta subunit,"Replication, recombination and repair",,Q5NNV6,map00230;map00240;map01100;map03030;map03430;map03440,2.7.7.7,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.951375468,0.918037344,0.986314807,1.0,0.99797763,0.974152429,1.089591802,
ZMO1_ZMO0981,ZMO1_ZMO0981,CP023715.1,1000398.0,1001990.0,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,"ZMO1787,ZMO1787",Q5NNV5,map02010;map02024,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.880575905,0.859638819,0.990489801,1.0,0.843884603,0.827561957,0.931517661,
ZMO1_ZMO0982,ZMO1_ZMO0982,CP023715.1,1001987.0,1002805.0,-,ABC transporter permease,Inorganic ion transport and metabolism,,Q5NNV4,map02024,,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,,,,,['RofA_Streptococcus_pyogenes'],,,,,,,,,
ZMO1_ZMO0983,ZMO1_ZMO0983,CP023715.1,1002802.0,1005273.0,-,type 1 ABC transporter solute-binding subunit,Inorganic ion transport and metabolism,"ZMO1126,ZMO1126,ZMO1787",,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.565307113,0.780150752,0.813589057,1.0,1.025095081,0.677345947,0.824668426,
ZMO1_ZMO0984,ZMO1_ZMO0984,CP023715.1,1005404.0,1006279.0,-,lipoprotein NlpD,"Cell cycle control, cell division, chromosome partitioning",,Q5NNV2,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.795605619,0.64457349,0.341716379,1.0,0.841197153,0.633659328,0.269540955,
ZMO1_ZMO0985,ZMO1_ZMO0985,CP023715.1,1006276.0,1007043.0,-,5'-nucleotidase SurE,Function unknown,,Q5NNV1,map00230;map00240;map00760;map01100;map01110,3.1.3.5,-1.876433014,-1.705980098,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.973034557,0.912671168,0.800961965,1.0,1.016822891,0.950201524,0.728696997,['noise_5']
ZMO1_ZMO0986,ZMO1_ZMO0986,CP023715.1,1007043.0,1008320.0,-,seryl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",,Q5NNV0,map00970,6.1.1.11,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.0,0.0,['NikR_Helicobacter_pylori'],1.0,0.890224523,0.813775529,0.712010574,1.0,0.818969398,0.775377971,0.633208983,
ZMO1_ZMO0987,dksA,CP023715.1,1008617.0,1009102.0,+,TraR/DksA family transcriptional regulator,Signal transduction mechanisms,ZMO0373,Q5NNU9,map02026,,-1.319237672,-1.486440165,"Expansin, family-45 endoglucanase-like domain profile.;SignalP-TM;SignalP-noTM",,,,,,,,,"['KdgR_Bacillus_subtilis', 'NikR_Helicobacter_pylori']",1.0,1.062359799,0.881487368,0.767141715,1.0,0.876807959,0.732139813,0.696358287,
ZMO1_ZMO2009,ZMO1_ZMO2009,CP023715.1,1009150.0,1009308.0,-,DUF465 domain-containing protein,Function unknown,ZMO1412,D2N0W5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.360209342,1.286507921,1.251609274,1.0,1.221025313,1.341988801,0.887233884,['cell_cycle']
ZMO1_ZMO0988,ZMO1_ZMO0988,CP023715.1,1009510.0,1009707.0,+,DUF465 domain-containing protein,Function unknown,ZMO0373,Q5NNU8,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.688303332,0.564950194,0.653187382,1.0,0.599487185,0.393460871,1.094224036,
ZMO1_ZMO0989,ZMO1_ZMO0989,CP023715.1,1009803.0,1010291.0,-,heat-shock protein IbpA,"Post-translational modification, protein turnover, and chaperones",,Q5NNU7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.588836467,1.350846094,3.343341679,1.0,0.766020159,2.689795598,3.418894464,"['heat_response', 'noise_3', 'noise_5']"
ZMO1_ZMO0992,ZMO1_ZMO0992,CP023715.1,1010700.0,1012295.0,-,peptidase S10 serine carboxypeptidase,Amino acid transport and metabolism,"ZMO0781,ZMO0940,ZMO1336,ZMO1412",Q5NNU4,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.082104359,1.120818304,1.170812266,1.0,0.872256328,0.924649638,1.048054529,"['membrane_cobalmin', 'noise_5']"
ZMO1_ZMO0994,ZMO1_ZMO0994,CP023715.1,1012670.0,1013188.0,-,uncharacterized protein,Transcription,"ZMO0199,ZMO1206,ZMO1697",Q5NNU2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['Fur_Helicobacter_pylori', 'NikR_Helicobacter_pylori', 'XylR_Thermotoga_maritima']",1.0,1.088188578,0.863668411,0.284555021,1.0,0.865647563,0.630148025,0.217602792,"['ethanol_fermentation', 'noise_5']"
