## Wed Apr 30 18:06:06 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2bykpeye/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ZMO1_ZMO0845	264203.ZMO0845	0.0	1748.0	COG0013@1|root,COG0013@2|Bacteria,1MU9A@1224|Proteobacteria,2TQV4@28211|Alphaproteobacteria,2K28K@204457|Sphingomonadales	204457|Sphingomonadales	J	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain	alaS	-	6.1.1.7	ko:K01872	ko00970,map00970	M00359,M00360	R03038	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	DHHA1,tRNA-synt_2c,tRNA_SAD
ZMO1_ZMO0846	264203.ZMO0846	0.0	1100.0	COG0475@1|root,COG1226@1|root,COG0475@2|Bacteria,COG1226@2|Bacteria,1MV34@1224|Proteobacteria,2TRC5@28211|Alphaproteobacteria,2K061@204457|Sphingomonadales	204457|Sphingomonadales	P	Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family	-	-	-	ko:K03455	-	-	-	-	ko00000	2.A.37	-	-	Na_H_Exchanger,TrkA_N
ZMO1_ZMO0847	264203.ZMO0847	0.0	1267.0	COG3659@1|root,COG3659@2|Bacteria,1QMC3@1224|Proteobacteria,2U3KG@28211|Alphaproteobacteria,2K27D@204457|Sphingomonadales	204457|Sphingomonadales	M	Carbohydrate-selective porin, OprB family	-	-	-	ko:K07267	-	-	-	-	ko00000,ko02000	1.B.19.1	-	-	OprB
ZMO1_ZMO0849	264203.ZMO0849	0.0	1013.0	COG1807@1|root,COG1807@2|Bacteria,1NAG4@1224|Proteobacteria,2URE0@28211|Alphaproteobacteria,2KA2S@204457|Sphingomonadales	204457|Sphingomonadales	M	Alg9-like mannosyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_22
ZMO1_ZMO0850	264203.ZMO0850	6.46e-265	726.0	COG2204@1|root,COG2204@2|Bacteria,1MU0N@1224|Proteobacteria,2TQPG@28211|Alphaproteobacteria,2K2W6@204457|Sphingomonadales	204457|Sphingomonadales	K	PFAM sigma-54 factor interaction domain-containing protein	-	-	-	ko:K10941	ko02020,ko02025,ko05111,map02020,map02025,map05111	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_8,Sigma54_activat
ZMO1_ZMO0851	264203.ZMO0851	6.54e-143	402.0	COG0259@1|root,COG0259@2|Bacteria,1NZUU@1224|Proteobacteria,2TT1U@28211|Alphaproteobacteria,2K0J3@204457|Sphingomonadales	204457|Sphingomonadales	H	Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP)	pdxH	-	1.4.3.5	ko:K00275	ko00750,ko01100,ko01120,map00750,map01100,map01120	M00124	R00277,R00278,R01710,R01711	RC00048,RC00116	ko00000,ko00001,ko00002,ko01000	-	-	-	PNP_phzG_C,Putative_PNPOx
ZMO1_ZMO0852	264203.ZMO0852	1e-246	677.0	COG0809@1|root,COG0809@2|Bacteria,1MUH3@1224|Proteobacteria,2TS0D@28211|Alphaproteobacteria,2K0G0@204457|Sphingomonadales	204457|Sphingomonadales	J	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	queA	-	2.4.99.17	ko:K07568	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Queuosine_synth
ZMO1_ZMO0853	264203.ZMO0853	1.56e-190	530.0	COG0652@1|root,COG0652@2|Bacteria,1R4KH@1224|Proteobacteria,2U730@28211|Alphaproteobacteria,2KCVX@204457|Sphingomonadales	204457|Sphingomonadales	M	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	-	-	5.2.1.8	ko:K01802	-	-	-	-	ko00000,ko01000	-	-	-	Pro_isomerase
ZMO1_ZMO0854	264203.ZMO0854	6.12e-123	350.0	COG0669@1|root,COG0669@2|Bacteria,1RD9F@1224|Proteobacteria,2U74H@28211|Alphaproteobacteria,2K1RJ@204457|Sphingomonadales	204457|Sphingomonadales	H	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate	coaD	-	2.7.7.3	ko:K00954	ko00770,ko01100,map00770,map01100	M00120	R03035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
ZMO1_ZMO0855	264203.ZMO0855	6.68e-207	573.0	COG0142@1|root,COG0142@2|Bacteria,1MWNG@1224|Proteobacteria,2TR79@28211|Alphaproteobacteria,2K19H@204457|Sphingomonadales	204457|Sphingomonadales	H	Belongs to the FPP GGPP synthase family	ispA	-	2.5.1.1,2.5.1.10	ko:K00795	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00364	R01658,R02003	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	polyprenyl_synt
ZMO1_ZMO0856	264203.ZMO0856	4.73e-47	151.0	COG1722@1|root,COG1722@2|Bacteria,1PTYQ@1224|Proteobacteria,2UFD6@28211|Alphaproteobacteria,2K6WZ@204457|Sphingomonadales	204457|Sphingomonadales	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	xseB	-	3.1.11.6	ko:K03602	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exonuc_VII_S
ZMO1_ZMO0857	264203.ZMO0857	7.43e-160	448.0	COG3820@1|root,COG3820@2|Bacteria,1MVR2@1224|Proteobacteria,2TT8Z@28211|Alphaproteobacteria,2K0D3@204457|Sphingomonadales	204457|Sphingomonadales	S	protein conserved in bacteria	-	-	-	ko:K09987	-	-	-	-	ko00000	-	-	-	DUF1013
ZMO1_ZMO0859	264203.ZMO0859	7.79e-261	715.0	COG1104@1|root,COG1104@2|Bacteria,1MU1C@1224|Proteobacteria,2TSQE@28211|Alphaproteobacteria,2K05P@204457|Sphingomonadales	204457|Sphingomonadales	E	overlaps another CDS with the same product name	-	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
ZMO1_ZMO0860	264203.ZMO0860	2.86e-72	216.0	COG0633@1|root,COG0633@2|Bacteria,1RHDC@1224|Proteobacteria,2U97J@28211|Alphaproteobacteria,2K5X1@204457|Sphingomonadales	204457|Sphingomonadales	C	Ferredoxin	-	-	-	ko:K04755	-	-	-	-	ko00000	-	-	-	Fer2
ZMO1_ZMO0861	264203.ZMO0861	0.0	1207.0	COG2812@1|root,COG2812@2|Bacteria,1MVCK@1224|Proteobacteria,2TRPB@28211|Alphaproteobacteria,2K0MV@204457|Sphingomonadales	204457|Sphingomonadales	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	-	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNA_pol3_gamma3,DUF3646
ZMO1_ZMO0862	264203.ZMO0862	3.39e-67	204.0	COG0718@1|root,COG0718@2|Bacteria,1RGZD@1224|Proteobacteria,2UBQB@28211|Alphaproteobacteria,2K5JW@204457|Sphingomonadales	204457|Sphingomonadales	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	-	-	-	ko:K09747	-	-	-	-	ko00000	-	-	-	YbaB_DNA_bd
ZMO1_ZMO0863	264203.ZMO0863	7.41e-136	384.0	COG0717@1|root,COG0717@2|Bacteria,1MV2J@1224|Proteobacteria,2TSDM@28211|Alphaproteobacteria,2JZVF@204457|Sphingomonadales	204457|Sphingomonadales	F	Belongs to the dCTP deaminase family	dcd	-	3.5.4.13	ko:K01494	ko00240,ko01100,map00240,map01100	M00053	R00568,R02325	RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	dUTPase
ZMO1_ZMO0864	264203.ZMO0864	5.61e-113	324.0	COG0295@1|root,COG0295@2|Bacteria,1RKQ5@1224|Proteobacteria,2U96B@28211|Alphaproteobacteria,2KD8D@204457|Sphingomonadales	204457|Sphingomonadales	F	This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis	cdd	-	3.5.4.5	ko:K01489	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R01878,R02485,R08221	RC00074,RC00514	ko00000,ko00001,ko01000	-	-	-	dCMP_cyt_deam_1,dCMP_cyt_deam_2
ZMO1_ZMO0865	264203.ZMO0865	0.0	971.0	COG0305@1|root,COG0305@2|Bacteria,1MUG9@1224|Proteobacteria,2TSF9@28211|Alphaproteobacteria,2K1TQ@204457|Sphingomonadales	204457|Sphingomonadales	L	it exhibits DNA-dependent ATPase activity and contains distinct active sites for ATP binding, DNA binding, and interaction with DnaC protein, primase, and other prepriming proteins	dnaB	-	3.6.4.12	ko:K02314	ko03030,ko04112,map03030,map04112	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB,DnaB_C
ZMO1_ZMO0866	264203.ZMO0866	2.67e-193	540.0	COG1230@1|root,COG1230@2|Bacteria,1MVQB@1224|Proteobacteria,2TR65@28211|Alphaproteobacteria,2JZZ1@204457|Sphingomonadales	204457|Sphingomonadales	P	cation diffusion facilitator family transporter	-	-	-	ko:K16264	-	-	-	-	ko00000,ko02000	2.A.4.1	-	-	Cation_efflux
ZMO1_ZMO0867	264203.ZMO0867	6.77e-247	677.0	COG0451@1|root,COG0451@2|Bacteria,1MW32@1224|Proteobacteria,2TTTU@28211|Alphaproteobacteria,2K23Q@204457|Sphingomonadales	204457|Sphingomonadales	M	NAD-dependent epimerase dehydratase	-	-	1.1.1.219	ko:K00091	-	-	-	-	ko00000,ko01000	-	-	-	Epimerase
ZMO1_ZMO0868	264203.ZMO0868	9.84e-284	774.0	COG1215@1|root,COG1215@2|Bacteria,1MW1E@1224|Proteobacteria,2U30S@28211|Alphaproteobacteria,2K09F@204457|Sphingomonadales	204457|Sphingomonadales	M	Hopene-associated glycosyltransferase HpnB	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
ZMO1_ZMO0869	264203.ZMO0869	7.01e-213	588.0	COG1562@1|root,COG1562@2|Bacteria,1N6J2@1224|Proteobacteria,2TT8U@28211|Alphaproteobacteria,2K22E@204457|Sphingomonadales	204457|Sphingomonadales	I	Squalene/phytoene synthase	-	-	4.2.3.156	ko:K21679	-	-	-	-	ko00000,ko01000	-	-	-	SQS_PSY
ZMO1_ZMO0870	264203.ZMO0870	2.97e-211	583.0	COG1562@1|root,COG1562@2|Bacteria,1MX4W@1224|Proteobacteria,2TTI0@28211|Alphaproteobacteria,2K2BH@204457|Sphingomonadales	204457|Sphingomonadales	I	Phytoene synthase	-	-	2.5.1.103	ko:K21678	-	-	-	-	ko00000,ko01000	-	-	-	SQS_PSY
ZMO1_ZMO0871	264203.ZMO0871	2e-303	827.0	COG1232@1|root,COG1232@2|Bacteria,1NQUH@1224|Proteobacteria,2TTH7@28211|Alphaproteobacteria,2K25S@204457|Sphingomonadales	204457|Sphingomonadales	H	Flavin containing amine oxidoreductase	-	-	1.17.8.1	ko:K21677	-	-	-	-	ko00000,ko01000	-	-	-	Amino_oxidase
ZMO1_ZMO0872	264203.ZMO0872	0.0	1364.0	COG1657@1|root,COG1657@2|Bacteria,1MUIP@1224|Proteobacteria,2TRF3@28211|Alphaproteobacteria,2K06U@204457|Sphingomonadales	204457|Sphingomonadales	I	PFAM Prenyltransferase squalene oxidase	-	-	4.2.1.129,5.4.99.17	ko:K06045	ko00909,ko01110,map00909,map01110	-	R07322,R07323	RC01850,RC01851	ko00000,ko00001,ko01000	-	-	-	SQHop_cyclase_C,SQHop_cyclase_N
ZMO1_ZMO0873	264203.ZMO0873	1.56e-155	437.0	COG0775@1|root,COG0775@2|Bacteria,1PETT@1224|Proteobacteria,2TTTB@28211|Alphaproteobacteria,2K573@204457|Sphingomonadales	204457|Sphingomonadales	F	PFAM purine or other phosphorylase family 1	-	-	-	-	-	-	-	-	-	-	-	-	PNP_UDP_1
ZMO1_ZMO0874	264203.ZMO0874	2.63e-289	788.0	COG0535@1|root,COG0535@2|Bacteria,1MXM1@1224|Proteobacteria,2TT7D@28211|Alphaproteobacteria,2K3PG@204457|Sphingomonadales	204457|Sphingomonadales	S	TIGRFAM hopanoid biosynthesis associated radical SAM protein HpnH	-	-	-	-	-	-	-	-	-	-	-	-	DUF3463,Fer4_12,Fer4_14,Radical_SAM
ZMO1_ZMO0875	264203.ZMO0875	4.18e-238	655.0	COG0761@1|root,COG0761@2|Bacteria,1MU7G@1224|Proteobacteria,2TRNR@28211|Alphaproteobacteria,2K1ES@204457|Sphingomonadales	204457|Sphingomonadales	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	-	1.17.7.4	ko:K03527	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05884,R08210	RC01137,RC01487	ko00000,ko00001,ko00002,ko01000	-	-	-	LYTB
ZMO1_ZMO0876	264203.ZMO0876	2.84e-130	370.0	COG2854@1|root,COG2854@2|Bacteria,1N275@1224|Proteobacteria,2UEQP@28211|Alphaproteobacteria,2K5F6@204457|Sphingomonadales	204457|Sphingomonadales	Q	hopanoid biosynthesis associated membrane protein HpnM	-	-	-	ko:K07323	ko02010,map02010	M00210	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	-	MlaC
ZMO1_ZMO0878	264203.ZMO0878	1.51e-236	651.0	COG2201@1|root,COG2201@2|Bacteria,1R721@1224|Proteobacteria,2U3C3@28211|Alphaproteobacteria,2JZXG@204457|Sphingomonadales	204457|Sphingomonadales	NT	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR	-	-	3.1.1.61,3.5.1.44	ko:K03412	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	-	CheB_methylest,Response_reg
ZMO1_ZMO0880	264203.ZMO0880	0.0	1076.0	COG0643@1|root,COG0643@2|Bacteria,1MUAG@1224|Proteobacteria,2TSN2@28211|Alphaproteobacteria,2K08K@204457|Sphingomonadales	204457|Sphingomonadales	NT	CheA signal transduction histidine kinase	-	-	3.1.1.61,3.5.1.44	ko:K03412	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko01000,ko02022,ko02035	-	-	-	CheW,HATPase_c
ZMO1_ZMO0882	264203.ZMO0882	0.0	867.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,2K0BV@204457|Sphingomonadales	204457|Sphingomonadales	NT	methyl-accepting chemotaxis protein	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	MCPsignal,Protoglobin
ZMO1_ZMO0883	264203.ZMO0883	2.42e-106	309.0	COG0103@1|root,COG0103@2|Bacteria,1RD4A@1224|Proteobacteria,2U5B5@28211|Alphaproteobacteria,2K0C7@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the universal ribosomal protein uS9 family	rpsI	-	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
ZMO1_ZMO0884	264203.ZMO0884	1.97e-112	322.0	COG0102@1|root,COG0102@2|Bacteria,1RA11@1224|Proteobacteria,2U5FM@28211|Alphaproteobacteria,2K28X@204457|Sphingomonadales	204457|Sphingomonadales	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	-	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
ZMO1_ZMO0885	264203.ZMO0885	7.76e-90	263.0	2E2R2@1|root,32XTN@2|Bacteria,1NHQU@1224|Proteobacteria,2TVUG@28211|Alphaproteobacteria,2KE8A@204457|Sphingomonadales	204457|Sphingomonadales	S	MerC mercury resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	MerC
ZMO1_ZMO0886	264203.ZMO0886	1.24e-126	360.0	COG1430@1|root,COG1430@2|Bacteria	2|Bacteria	S	Uncharacterized ACR, COG1430	-	-	-	ko:K09005	-	-	-	-	ko00000	-	-	-	DUF192
ZMO1_ZMO0888	264203.ZMO0888	4.27e-126	359.0	COG1961@1|root,COG1961@2|Bacteria,1MW94@1224|Proteobacteria,2TUFN@28211|Alphaproteobacteria,2K1PG@204457|Sphingomonadales	204457|Sphingomonadales	L	Resolvase, N terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_7,Resolvase
ZMO1_ZMO0889	264203.ZMO0889	2.63e-286	781.0	COG2017@1|root,COG2017@2|Bacteria,1MVMN@1224|Proteobacteria,2TTJ7@28211|Alphaproteobacteria,2K0YY@204457|Sphingomonadales	204457|Sphingomonadales	G	Converts alpha-aldose to the beta-anomer	-	-	5.1.3.3	ko:K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	R01602,R10619	RC00563	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldose_epim
ZMO1_ZMO0890	264203.ZMO0890	0.0	1022.0	COG1384@1|root,COG1384@2|Bacteria,1MV32@1224|Proteobacteria,2TQYH@28211|Alphaproteobacteria,2K1S0@204457|Sphingomonadales	204457|Sphingomonadales	J	Belongs to the class-I aminoacyl-tRNA synthetase family	lysS	-	6.1.1.6	ko:K04566	ko00970,map00970	M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1f
ZMO1_ZMO0892	264203.ZMO0892	0.0	1805.0	COG1199@1|root,COG1199@2|Bacteria,1MVCU@1224|Proteobacteria,2TUKS@28211|Alphaproteobacteria,2K15X@204457|Sphingomonadales	204457|Sphingomonadales	KL	Helicase	dinG	-	3.6.4.12	ko:K03722	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	Helicase_C_2
ZMO1_ZMO0893	264203.ZMO0893	2.4e-257	704.0	COG1680@1|root,COG1680@2|Bacteria,1MVR8@1224|Proteobacteria,2TVCD@28211|Alphaproteobacteria,2K2QS@204457|Sphingomonadales	204457|Sphingomonadales	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
ZMO1_ZMO0894	264203.ZMO0894	3.23e-217	599.0	2BH5I@1|root,32B6M@2|Bacteria,1RKHK@1224|Proteobacteria,2UVCV@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	PFAM NERD domain protein	-	-	-	-	-	-	-	-	-	-	-	-	NERD
ZMO1_ZMO0896	264203.ZMO0896	1.99e-195	541.0	COG5388@1|root,COG5388@2|Bacteria,1R74W@1224|Proteobacteria,2TUTW@28211|Alphaproteobacteria,2K1EC@204457|Sphingomonadales	204457|Sphingomonadales	S	PAS domain	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0899	264203.ZMO0899	0.0	1126.0	COG0171@1|root,COG0388@1|root,COG0171@2|Bacteria,COG0388@2|Bacteria,1MU9U@1224|Proteobacteria,2TRAU@28211|Alphaproteobacteria,2K0R3@204457|Sphingomonadales	204457|Sphingomonadales	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source	nadE	-	6.3.1.5	ko:K01916	ko00760,ko01100,map00760,map01100	M00115	R00189	RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	CN_hydrolase,NAD_synthase
ZMO1_ZMO0900	264203.ZMO0900	0.0	899.0	COG0008@1|root,COG1384@1|root,COG0008@2|Bacteria,COG1384@2|Bacteria,1MUCR@1224|Proteobacteria,2TRCI@28211|Alphaproteobacteria,2K0M4@204457|Sphingomonadales	204457|Sphingomonadales	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX2	-	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
ZMO1_ZMO0901	264203.ZMO0901	3.87e-42	137.0	2E37J@1|root,32Y79@2|Bacteria,1NGYR@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZMO1_ZMO0902	264203.ZMO0902	0.0	1481.0	COG1629@1|root,COG4771@2|Bacteria,1MWB3@1224|Proteobacteria,2U1DE@28211|Alphaproteobacteria,2K2F9@204457|Sphingomonadales	204457|Sphingomonadales	P	TonB dependent receptor	-	-	-	-	-	-	-	-	-	-	-	-	Plug,TonB_dep_Rec
ZMO1_ZMO0903	264203.ZMO0903	0.0	1127.0	COG0119@1|root,COG0119@2|Bacteria,1MUNQ@1224|Proteobacteria,2TSCJ@28211|Alphaproteobacteria,2K1S1@204457|Sphingomonadales	204457|Sphingomonadales	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	leuA	-	2.3.3.13	ko:K01649	ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230	M00432	R01213	RC00004,RC00470,RC02754	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	HMGL-like,LeuA_dimer
ZMO1_ZMO0904	264203.ZMO0904	0.0	2111.0	COG1874@1|root,COG1874@2|Bacteria,1R6YQ@1224|Proteobacteria,2U1GJ@28211|Alphaproteobacteria,2K286@204457|Sphingomonadales	204457|Sphingomonadales	G	Belongs to the glycosyl hydrolase 35 family	-	-	3.2.1.23	ko:K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000	-	-	-	BetaGal_dom2,BetaGal_dom3,BetaGal_dom4_5,Glyco_hydro_35
ZMO1_ZMO0905	264203.ZMO0905	0.0	1091.0	COG3131@1|root,COG3131@2|Bacteria,1MUNX@1224|Proteobacteria,2TRU1@28211|Alphaproteobacteria,2K0G2@204457|Sphingomonadales	204457|Sphingomonadales	P	Involved in the biosynthesis of osmoregulated periplasmic glucans (OPGs)	-	-	-	ko:K03670	-	-	-	-	ko00000	-	-	-	MdoG
ZMO1_ZMO0907	264203.ZMO0907	0.0	1278.0	COG2943@1|root,COG2943@2|Bacteria,1MVXZ@1224|Proteobacteria,2TQU8@28211|Alphaproteobacteria,2K06X@204457|Sphingomonadales	204457|Sphingomonadales	M	PFAM Glycosyl transferase family 2	-	-	-	ko:K03669	-	-	-	-	ko00000,ko01000,ko01003,ko02000	4.D.3.1.1	GT2	-	Glyco_trans_2_3
ZMO1_ZMO0908	264203.ZMO0908	7.33e-270	739.0	COG3524@1|root,COG3524@2|Bacteria,1R3ZY@1224|Proteobacteria,2U0I2@28211|Alphaproteobacteria,2K2BB@204457|Sphingomonadales	204457|Sphingomonadales	M	COG3524 Capsule polysaccharide export protein	-	-	-	ko:K10107	ko02010,map02010	M00249	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.101	-	-	Wzz
ZMO1_ZMO0909	264203.ZMO0909	1.31e-307	837.0	COG0438@1|root,COG0438@2|Bacteria,1N5HW@1224|Proteobacteria,2TVGD@28211|Alphaproteobacteria,2K0NH@204457|Sphingomonadales	204457|Sphingomonadales	M	PFAM glycosyl transferase group 1	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_1
ZMO1_ZMO0910	264203.ZMO0910	8.76e-159	444.0	COG1134@1|root,COG1134@2|Bacteria,1MWWC@1224|Proteobacteria,2TU3M@28211|Alphaproteobacteria,2K2RA@204457|Sphingomonadales	204457|Sphingomonadales	GM	ABC transporter	-	-	3.6.3.38	ko:K01990,ko:K09689	ko02010,map02010	M00249,M00254	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1,3.A.1.101	-	-	ABC_tran
ZMO1_ZMO0911	264203.ZMO0911	7.47e-298	813.0	COG1596@1|root,COG1596@2|Bacteria,1N7GP@1224|Proteobacteria,2TS5Q@28211|Alphaproteobacteria,2K2AX@204457|Sphingomonadales	204457|Sphingomonadales	M	polysaccharide	-	-	-	ko:K01991	ko02026,map02026	-	-	-	ko00000,ko00001,ko02000	1.B.18	-	-	Poly_export,SLBB
ZMO1_ZMO0912	264203.ZMO0912	0.0	1218.0	COG4805@1|root,COG4805@2|Bacteria,1MUBX@1224|Proteobacteria,2TSUQ@28211|Alphaproteobacteria,2K0TH@204457|Sphingomonadales	204457|Sphingomonadales	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF885
ZMO1_ZMO0913	264203.ZMO0913	1.43e-274	749.0	COG0115@1|root,COG0115@2|Bacteria,1MVB0@1224|Proteobacteria,2TR1H@28211|Alphaproteobacteria,2K0G3@204457|Sphingomonadales	204457|Sphingomonadales	E	Branched-chain amino acid aminotransferase	ilvE	-	2.6.1.42	ko:K00826	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00036,M00119,M00570	R01090,R01214,R02199,R10991	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_4
