,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,operon,kegg_maps,EC_number,ZM4_locus,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,chromosome_id,iMs
ZCP4_0805,ZCP4_0805,CP006818.1,901339,902058,-,response regulator with CheY-like receiver domain and winged-helix DNA-binding domain,Transcription,"ZCP4_0900,ZCP4_1382,ZCP4_1387",Q5NQA3,Op913,,,ZMO1_ZMO0478,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.061407049993773,1.0659980092142152,1.2392110925533526,1.0,1.2914972808462897,1.3932764630602,1.678973511180431,CP006818.1,
ZCP4_0806,ZCP4_0806,CP006818.1,902240,902611,+,hypothetical protein,No COG annotation,"ZCP4_0018,ZCP4_0375,ZCP4_0900,ZCP4_1046,ZCP4_1718",Q5NQA4,Op914,,,ZMO1_ZMO0477,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.3570655307722976,0.8975078427056254,0.9392532832676536,1.0,1.471419077791292,0.7817850888142763,1.572831811320418,CP006818.1,
ZCP4_0807,ZCP4_0807,CP006818.1,902642,903613,+,diaminohydroxyphosphoribosylaminopyrimidine deaminase,Coenzyme transport and metabolism,,Q5NQA5,Op915,map00740;map01100;map01110;map02024,"1.1.1.193,3.5.4.26",ZMO1_ZMO0476,0.0,0.0,SignalP-TM;SignalP-noTM,0.0006950329439533,0.0006817041958649,0.0012771244505454,0.0013652452591324,2.8826041268783404e-16,6.1227435998783e-16,7.385466559286891e-16,7.178710309490821e-16,['CosR_Campylobacter_jejuni'],1.0,0.8826619233523072,0.8529501255366596,0.8846806591650568,1.0,0.9831767112851686,0.8994396923763298,1.016978355706082,CP006818.1,
ZCP4_0808,ZCP4_0808,CP006818.1,903702,904322,+,riboflavin synthase alpha chain,Coenzyme transport and metabolism,,Q5NQA6,Op916,map00740;map01100;map01110,2.5.1.9,ZMO1_ZMO0475,0.0,0.0,SignalP-TM;SignalP-noTM,0.0006950329439533,0.0006817041958649,0.0012771244505454,0.0013652452591324,0.0,0.0,0.0,0.0,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.9429150847203864,0.8481947370264051,0.8014420428189226,1.0,0.9161311722855162,0.8777985335575312,0.9863001840113794,CP006818.1,
ZCP4_0809,ribB,CP006818.1,904319,905458,+,GTP cyclohydrolase II /3%2C4-dihydroxy-2-butanone 4-phosphate synthase,Coenzyme transport and metabolism,,Q5NQA7,Op917,map00740;map00790;map01100;map01110,"3.5.4.25,4.1.99.12",ZMO1_ZMO0474,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0013900658879066,0.0013634083917299,0.0025542489010908,0.0027304905182649,0.0,0.0,0.0,0.0,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.977685380463673,0.9752430878852856,0.905809663157992,1.0,0.9554267066349684,1.0743434098001206,0.9658715119790424,CP006818.1,
ZCP4_0810,ribH,CP006818.1,905460,905879,+,6%2C7-dimethyl-8-ribityllumazine synthase,Coenzyme transport and metabolism,,Q5NQA8,Op918,map00740;map01100;map01110,2.5.1.78,ZMO1_ZMO0473,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0013900658879066,0.0013634083917299,0.0025542489010908,0.0027304905182649,0.0,0.0,0.0,0.0,[],1.0,0.9185020913350472,0.8761264384371683,0.9136704494037982,1.0,1.424253435909965,1.2562373246978698,1.2908560939651863,CP006818.1,
ZCP4_0811,ZCP4_0811,CP006818.1,906089,906769,+,rpsU-divergently transcribed protein,Function unknown,"ZCP4_1387,ZCP4_1718",Q5NQA9,Op919,,,ZMO1_ZMO0472,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.391030134858804,1.474151631524285,1.3429788481255,1.0,1.8139954880556517,1.5790566665767265,1.8436451127189424,CP006818.1,
ZCP4_0812,ZCP4_0812,CP006818.1,906808,907767,-,transcriptional regulator,Transcription,ZCP4_0265,Q5NQB0,Op920,,,ZMO1_ZMO0471,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7305905245975368,0.7820750157046958,0.9334380679073662,1.0,0.7396912321102848,0.7472276157625526,0.8586651485359162,CP006818.1,
ZCP4_0813,ZCP4_0813,CP006818.1,908021,908452,+,hypothetical protein,No COG annotation,ZCP4_1465,Q5NQB2,Op921,,,ZMO1_ZMO0469,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.6984723740893645,0.5636869459802901,0.7791016098342364,1.0,0.7822728590649246,0.8264417470379317,0.8987496225507634,CP006818.1,['cell_cycle']
ZCP4_0814,trpE,CP006818.1,908491,910041,-,anthranilate synthase%2C component I,Amino acid transport and metabolism,,Q5NQB3,Op922,map00400;map00405;map01100;map01110;map01130;map01230;map02024;map02025,4.1.3.27,ZMO1_ZMO0468,-2.12986867856871,-4.67835653757862,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",0.0303213875383613,0.0297399098692754,0.0557156113772705,0.059559954599571,0.0,0.0,0.0,0.0,[],1.0,0.9350963097443054,0.8852094938855283,0.7707185443370153,1.0,0.9007026308758805,0.8105985656546688,0.731045651214205,CP006818.1,
ZCP4_0815,ZCP4_0815,CP006818.1,910038,911966,-,parvulin-like peptidyl-prolyl isomerase,"Post-translational modification, protein turnover, and chaperones","ZCP4_0018,ZCP4_0900",,Op923,,5.2.1.8,ZMO1_ZMO0467,-2.58413254936307,-3.17759460409567,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.9656139691885384,1.0429885772831318,1.1267639519117572,1.0,0.9342081495185356,1.0443983820839926,1.1275095994932671,CP006818.1,
ZCP4_0816,tpiA,CP006818.1,912282,913031,+,triosephosphate isomerase,Carbohydrate transport and metabolism,,Q5NQB6,Op924,map00010;map00051;map00562;map00710;map01100;map01110;map01120;map01130;map01200;map01230,5.3.1.1,ZMO1_ZMO0465,-1.53682449299114,-2.82355577062224,SignalP-TM;SignalP-noTM,0.0192638897753006,0.0188944633527649,0.0353974367095713,0.0378398382652166,2.849617664288028e-13,3.874736546502378e-13,2.6748078210886432e-15,3.1394893086839855e-13,['CosR_Campylobacter_jejuni'],1.0,1.2186229431821936,1.218095672556799,1.0595947089381763,1.0,1.009371724511107,1.0369130962281488,0.9296727242823252,CP006818.1,
ZCP4_0817,ZCP4_0817,CP006818.1,913280,913639,+,protein translocase subunit secG,"Intracellular trafficking, secretion, and vesicular transport",,,Op925,map02024;map03060;map03070,,ZMO1_ZMO0464,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,CP006818.1,
ZCP4_0818,pyrG,CP006818.1,913778,915412,+,CTP synthase,Nucleotide transport and metabolism,,Q5NQB9,Op926,map00240;map01100,6.3.4.2,ZMO1_ZMO0462,0.0,0.0,SignalP-TM;SignalP-noTM,0.1054094224145225,0.1033879705542558,0.1936900284434503,0.2070545223378407,5.442444631022677e-16,5.061456348334318e-16,2.9432307700657257e-15,1.0375717345137312e-15,[],1.0,0.7842004289719764,0.7322752765023888,0.8611159141606597,1.0,0.724711043664602,0.7115780144388972,0.8792358253969401,CP006818.1,
ZCP4_0819,ZCP4_0819,CP006818.1,915901,917232,+,prolyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",,,Op927,map00970,6.1.1.15,ZMO1_ZMO0460,0.0,0.0,SignalP-TM;SignalP-noTM,0.1105172069155226,0.1083978023272654,0.2030755928704253,0.2170876849890905,0.0,0.0,0.0,0.0,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.1134830547626768,1.1094345633095666,1.348507614272248,1.0,1.0078887730674717,1.023376683004989,1.2775557949347265,CP006818.1,
ZCP4_0820,ZCP4_0820,CP006818.1,917229,918479,+,lipoprotein releasing system%2C transmembrane protein%2C LolC/E family,Cell wall/membrane/envelope biogenesis,,,Op928,map02010,,ZMO1_ZMO0459,-1.82271706644334,-2.3592836010228,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.004866164451936,0.9956381856754268,1.2447783866184947,1.0,0.9092732881054936,1.118097189526849,1.293274204524974,CP006818.1,
ZCP4_0821,lolD,CP006818.1,918472,919170,+,ABC-type antimicrobial peptide transport system%2C ATPase component,Defense mechanisms,,P0DJA1,Op929,map02010,,ZMO1_ZMO0458,-1.64014276149003,-1.59090401032188,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.037968487180319,1.064550878542976,1.23639458529999,1.0,1.1929299748403996,1.2107194457757986,1.338148891334785,CP006818.1,
ZCP4_0822,grp,CP006818.1,919167,919661,-,transcriptional regulator%2C AsnC family,Transcription,,P0DJA5,Op930,,,ZMO1_ZMO0457,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.0022694793511713,1.0472380196591944,1.0265930016414702,1.0,1.3583984094049215,1.3346824967276554,1.431320327389457,CP006818.1,
ZCP4_0824,fhs,CP006818.1,920534,922207,+,Formate-tetrahydrofolate ligase,Nucleotide transport and metabolism,,Q5NQC7,Op931,map00670;map00720;map01100;map01120;map01200,6.3.4.3,ZMO1_ZMO0454,0.0,-1.47568038710454,SignalP-TM;SignalP-noTM,0.3492947084596788,0.3425962329152432,0.2924719093555003,0.3126522928181507,3.356110736345565e-14,2.532160600812969e-12,2.0344294786286292e-13,1.163686908873001e-13,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.240349577920906,1.2306576339645607,1.268022460871192,1.0,1.2314251586140723,1.3228942201761709,1.5030535540456704,CP006818.1,
ZCP4_0825,der,CP006818.1,922269,923633,-,ribosome-associated GTPase EngA,Function unknown,,Q5NQC8,Op932,,,ZMO1_ZMO0453,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8484229994139183,0.838338507641397,1.005189366840164,1.0,0.8905987377862706,0.9483256114137818,1.1044323782965615,CP006818.1,
ZCP4_0826,ZCP4_0826,CP006818.1,923700,925184,-,WD40-like repeat protein,Function unknown,"ZCP4_1046,ZCP4_1046",Q5NQC9,Op933,,,ZMO1_ZMO0452,-2.39957649072661,-2.41208849362904,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8942333352778465,0.8648464740224188,0.7343020486914035,1.0,0.7985604314249296,0.7567368087949526,0.6530016157388809,CP006818.1,
ZCP4_0827,ZCP4_0827,CP006818.1,925207,925971,-,hypothetical protein,Function unknown,"ZCP4_1387,ZCP4_1387",Q5NQD2,Op934,,,ZMO1_ZMO0449,-2.81846347697729,-2.76323076700457,SignalP-TM;SignalP-noTM,,,,,,,,,"['HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.9114561511176696,0.943377661968115,1.087526138921936,1.0,0.8210597650905013,0.9427551052296108,0.9771367574106848,CP006818.1,
ZCP4_0829,ZCP4_0829,CP006818.1,926804,927454,+,Cell Wall Hydrolase,Cell wall/membrane/envelope biogenesis,ZCP4_0900,Q5NQD3,Op935,,,ZMO1_ZMO0448,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.1507105002211264,0.3227608979281766,0.3775114579231398,1.0,0.3718673588874994,0.2261554247204987,0.672705821812746,CP006818.1,"['low_pH_response', 'noise_5']"
ZCP4_0830,ZCP4_0830,CP006818.1,927471,927782,-,hypothetical protein,No COG annotation,ZCP4_1387,Q5NQD4,Op936,,,ZMO1_ZMO0447,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.38934386217041,1.7603693002547798,1.4512677164819408,1.0,1.226747148228237,1.4548817648961676,1.8155695480276943,CP006818.1,
ZCP4_0831,ZCP4_0831,CP006818.1,927800,929206,-,putative membrane protein involved in D-alanine export,Cell wall/membrane/envelope biogenesis,,,Op937,,,ZMO1_ZMO0446,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7704027214588237,0.5346083757046484,0.5152483883334398,1.0,0.5520918704145764,0.8930911638631567,0.9464016151368528,CP006818.1,
ZCP4_0832,ZCP4_0832,CP006818.1,929238,930803,-,GDSL-like Lipase/Acylhydrolase,Amino acid transport and metabolism,ZCP4_1387,Q5NQD6,Op938,,,ZMO1_ZMO0445,-1.0125286413518,-1.11785910656086,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.897149404514988,0.7363710151292766,0.3876294387980766,1.0,0.8251030007934032,0.7323136042787853,0.4198866304623089,CP006818.1,
ZCP4_0833,ZCP4_0833,CP006818.1,930800,931846,-,hypothetical protein,Function unknown,"ZCP4_0210,ZCP4_1382,ZCP4_1387",Q5NQD7,Op939,,,ZMO1_ZMO0444,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.9002730924459623,0.9577809488395878,0.9497338468524054,1.0,0.8315306056991235,0.8363960189161006,0.9018100221274488,CP006818.1,
ZCP4_0834,ZCP4_0834,CP006818.1,932175,933212,+,ribonucleotide reductase%2C beta subunit,Nucleotide transport and metabolism,,Q5NQD8,Op940,map00230;map00240;map01100,1.17.4.1,ZMO1_ZMO0443,-5.91789065326007,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.5700897176487969,0.4366278653719994,0.4752633116859082,1.0,0.482028773533001,0.3717150445238702,0.5797391534639841,CP006818.1,"['oxidation_response_2', 'ribonucleoside_reductase']"
ZCP4_0835,ZCP4_0835,CP006818.1,933295,933930,-,haloacid dehalogenase superfamily protein%2C subfamily IA%2C variant 3 with third motif having DD or ED,Function unknown,,Q5NQD9,Op941,,,ZMO1_ZMO0442,0.0,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.9999999999999848,1.0000000000000009,0.999999999999151,1.000000000000255,['MogR_Listeria_monocytogenes'],1.0,1.129246998823375,1.0439643486521986,0.9585095340733686,1.0,1.0585802176783392,0.9151902408595548,0.873654519192257,CP006818.1,['aldose_transport_maybe']
ZCP4_0836,ZCP4_0836,CP006818.1,933968,934672,-,chaperone required for the assembly of F1-ATPase,"Post-translational modification, protein turnover, and chaperones",,Q5NQE0,Op942,,,ZMO1_ZMO0441,0.0,-1.55655713280424,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.1863772043428529,1.1082113700641782,1.240252259325248,1.0,1.2198362936459386,1.1939528899875478,1.4298116831284915,CP006818.1,
ZCP4_0837,ZCP4_0837,CP006818.1,934699,934989,-,hypothetical protein,No COG annotation,"ZCP4_0018,ZCP4_0812,ZCP4_0900,ZCP4_1042,ZCP4_1387",,Op943,,,ZMO1_ZMO0440,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,CP006818.1,
ZCP4_0838,ZCP4_0838,CP006818.1,935099,936223,-,ribosomal large subunit pseudouridine synthase C,"Translation, ribosomal structure and biogenesis",,Q5NQE2,Op944,,5.4.99.24,ZMO1_ZMO0439,-1.15649756959148,-1.35818878870966,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.8401478702315605,0.8630185835276898,0.9884223524520908,1.0,0.803747325980584,0.8518344999978428,0.9879035477617408,CP006818.1,
ZCP4_0839,ZCP4_0839,CP006818.1,936220,936339,-,hypothetical protein,No COG annotation,,,Op945,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,,CP006818.1,
ZCP4_0840,ZCP4_0840,CP006818.1,936478,936699,-,hypothetical protein,No COG annotation,ZCP4_0375,Q5NQE4,Op946,,,ZMO1_ZMO0437,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,CP006818.1,
ZCP4_0841,ZCP4_0841,CP006818.1,936857,937255,+,putative membrane protein,Function unknown,ZCP4_1387,Q5NQE5,Op947,,,ZMO1_ZMO0436,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.1956039081127805,1.2944560921816637,1.1814583314665352,1.0,1.5087241599220045,1.0746094916281734,1.0295483409787658,CP006818.1,
ZCP4_0842,ZCP4_0842,CP006818.1,937384,937827,+,putative outer membrane lipoprotein,Function unknown,"ZCP4_0900,ZCP4_0900",Q5NQE6,Op948,,,ZMO1_ZMO0435,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.1527488161132984,0.8561113698474556,0.412505963025365,1.0,1.041603028446047,0.7341291284867985,0.3757906641322287,CP006818.1,"['cell_cycle', 'noise_4', 'oxidation_response_1']"
ZCP4_0843,gmk,CP006818.1,937981,938631,+,guanylate kinase,Nucleotide transport and metabolism,,Q5NQE8,Op949,map00230;map01100,2.7.4.8,ZMO1_ZMO0433,0.0,0.0,SignalP-TM;SignalP-noTM,0.1347590672600933,0.1321747729820197,0.2476200606429296,0.2647056938847942,5.346892600005778e-17,2.464112565390796e-15,1.2569961228139272e-15,5.475088313471984e-16,[],1.0,0.906915477372808,0.8027337976561405,0.7606601785737692,1.0,0.8478771057128528,0.7458472681275692,0.7120124254811957,CP006818.1,
ZCP4_0844,ZCP4_0844,CP006818.1,938968,939840,+,arginase family hydrolase%2C arginase/agmainase/formiminoglutamate hydrolase,Amino acid transport and metabolism,,,Op950,map00220;map00330;map01100;map01110;map01130;map01230;map05146,3.5.3.1,ZMO1_ZMO0432,0.0,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.9999999999999584,1.0000000000000078,0.9999999999999778,0.9999999999999968,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.6988675385886356,1.821436730365275,1.4892753814928847,1.0,1.6041671114772766,1.4114733698528517,1.342312010787269,CP006818.1,
ZCP4_0845,ZCP4_0845,CP006818.1,939908,940738,-,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase,Amino acid transport and metabolism,,,Op951,map00300;map01100;map01120;map01230,2.3.1.117,ZMO1_ZMO0431,0.0,0.0,SignalP-TM;SignalP-noTM,0.144522501351068,0.1417509722741163,0.26556039067671,0.2838838957549645,1.1490393807613012e-15,4.592057699908723e-16,3.504298965143007e-15,6.381075830658509e-16,['MogR_Listeria_monocytogenes'],1.0,1.042854970321626,1.0816428262282098,1.1004636883654613,1.0,0.997670901701596,1.0233109669229972,0.8755579574550444,CP006818.1,
ZCP4_0846,ZCP4_0846,CP006818.1,940772,941440,-,pyrimidine 5'-nucleotidase,Function unknown,"ZCP4_0375,ZCP4_0900,ZCP4_1718",Q5NQF1,Op952,,,ZMO1_ZMO0430,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.9666555590071078,0.8429093721058961,1.17420445315355,1.0,0.7374403730115697,0.6724137565504231,0.8818744011821443,CP006818.1,['iron_ABC_transport']
ZCP4_0847,ZCP4_0847,CP006818.1,941565,941906,-,Iron-sulfur cluster assembly accessory protein,Function unknown,ZCP4_1387,Q5NQF2,Op953,,,ZMO1_ZMO0429,0.0,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.9999999999999828,1.0000000000000242,0.9999999999999598,0.999999999999999,[],1.0,1.0379640632959288,1.423273540672383,1.8542588640892403,1.0,1.2266994402263611,1.774491126053218,1.827271361211112,CP006818.1,['iron_ABC_transport']
ZCP4_0848,ZCP4_0848,CP006818.1,941945,942379,-,FeS assembly SUF system protein,Function unknown,ZCP4_0018,,Op954,,,ZMO1_ZMO0428,-3.26082208775308,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8220001164008794,1.805741329123609,2.472791110114182,1.0,1.337330491636292,2.6861278799501185,2.416858310193838,CP006818.1,['iron_ABC_transport']
ZCP4_0849,ZCP4_0849,CP006818.1,942376,943599,-,cysteine desulfurase,Amino acid transport and metabolism,,Q5NQF3,Op955,map00450;map01100,"2.8.1.7,4.4.1.16",ZMO1_ZMO0427,-3.14225586884439,-2.54527143619653,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.99999999999998,0.9999999999996868,0.9999999999999598,0.999999999999999,[],1.0,1.0534362479809294,1.0543383791599203,0.9898196827752548,1.0,1.0338360291123467,0.994794413978746,0.9298893995031694,CP006818.1,['iron_ABC_transport']
ZCP4_0850,ZCP4_0850,CP006818.1,943596,944711,-,Iron-regulated ABC transporter permease protein SufD,"Post-translational modification, protein turnover, and chaperones",,,Op956,,,ZMO1_ZMO0426,0.0,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.99999999999998,0.9999999999996868,0.9999999999999598,0.999999999999999,[],1.0,1.277523307385335,1.2979058369450684,1.3434113365730196,1.0,1.0677244376653745,1.0766287500369185,1.167875544367306,CP006818.1,['iron_ABC_transport']
ZCP4_0851,ZCP4_0851,CP006818.1,944708,945460,-,FeS assembly ATPase SufC,"Post-translational modification, protein turnover, and chaperones",,,Op957,,,ZMO1_ZMO0425,0.0,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.99999999999998,0.9999999999996868,0.9999999999999598,0.999999999999999,[],1.0,1.048550461800373,0.9696588759531845,0.9331539256252724,1.0,1.1116846768523778,1.0741572237345718,0.9863969115796376,CP006818.1,['iron_ABC_transport']
ZCP4_0852,ZCP4_0852,CP006818.1,945475,946947,-,Iron-regulated ABC transporter membrane component SufB,"Post-translational modification, protein turnover, and chaperones",,Q5NQF7,Op958,,,ZMO1_ZMO0423,0.0,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.99999999999998,0.9999999999996868,0.9999999999999598,0.999999999999999,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'PhoP_Yersinia_pestis']",1.0,1.172626499815836,1.1926525707557472,1.165807766271364,1.0,1.18332307109059,1.0865928616419298,1.175701569016283,CP006818.1,"['iron_ABC_transport', 'noise_5', 'oxidation_response_1']"
ZCP4_0853,ZCP4_0853,CP006818.1,946947,947354,-,transcriptional regulator%2C BadM/Rrf2 family,Transcription,"ZCP4_0375,ZCP4_0523,ZCP4_1718",Q5NQF8,Op959,,,ZMO1_ZMO0422,-3.65140818081076,0.0,SignalP-TM;SignalP-noTM,0.0,0.0,0.0,0.0,0.9999999999999828,1.0000000000000242,0.9999999999999598,0.999999999999999,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'PhoP_Yersinia_pestis']",1.0,1.0880781836490865,1.1150085184006755,1.2373583755661854,1.0,0.6362791782082363,0.7684586948170326,0.9531646647494252,CP006818.1,"['aldose_transport_maybe', 'cell_cycle', 'iron_ABC_transport', 'oxidation_response_2', 'transport_1']"
ZCP4_0854,hisC,CP006818.1,947921,949030,+,histidinol phosphate aminotransferase apoenzyme,Amino acid transport and metabolism,,P34037,Op960,map00340;map00350;map00360;map00400;map00401;map00960;map01100;map01110;map01130;map01230,2.6.1.9,ZMO1_ZMO0421,0.0,0.0,SignalP-TM;SignalP-noTM,0.0541250936432431,0.053087128832071,0.0994549698416698,0.1063173021356828,1.4871907050779176e-29,0.0,0.0,0.0,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'PhoP_Yersinia_pestis']",1.0,1.0391826313984422,0.9798285431135162,1.1115701416222936,1.0,1.0126165991564413,0.9775246648348972,1.0200682531343408,CP006818.1,
ZCP4_0855,ZCP4_0855,CP006818.1,949031,949912,+,prephenate dehydrogenase,Amino acid transport and metabolism,,,Op961,map00400;map00401;map01100;map01110;map01230,"1.3.1.12,1.3.1.43",ZMO1_ZMO0420,-1.69581647458037,-2.63244871734547,SignalP-TM;SignalP-noTM,0.0541250936432431,0.053087128832071,0.0994549698416698,0.1063173021356828,0.0,0.0,0.0,0.0,[],1.0,0.9305199225717804,0.8501011989167692,0.8084707662814865,1.0,1.0553195694605746,0.9849016266343844,0.8282229526517534,CP006818.1,
ZCP4_0856,ZCP4_0856,CP006818.1,949960,950712,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,,Q5NQG1,Op962,map00561;map00564;map01100;map01110,2.3.1.51,ZMO1_ZMO0419,-2.24262481178241,-3.8881829855912,SignalP-TM;SignalP-noTM,0.0075111738351606,0.0073671309595422,0.0138017972250603,0.0147541128203868,1.9217360845855602e-16,1.989891669960447e-15,3.196526800427556e-17,2.926747892963171e-15,[],1.0,0.8293864904345324,0.8782438806167022,0.9461061845000044,1.0,0.8213879645201068,0.8606851235546827,0.95207976820796,CP006818.1,
ZCP4_0857,ZCP4_0857,CP006818.1,950761,951372,-,hypothetical protein,Function unknown,ZCP4_1387,Q5NQG2,Op963,,,ZMO1_ZMO0418,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,CP006818.1,
ZCP4_0858,ZCP4_0858,CP006818.1,951404,952279,-,cell division protein,"Cell cycle control, cell division, chromosome partitioning",,Q5NQG3,Op964,map02010,,ZMO1_ZMO0417,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],,,,,,,,,CP006818.1,
ZCP4_0859,ftsE,CP006818.1,952276,952977,-,cell division ATP-binding protein FtsE,"Cell cycle control, cell division, chromosome partitioning",,Q5NQG4,Op965,map02010,,ZMO1_ZMO0416,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.8648302671288775,1.0147770699002632,1.1062924926722622,1.0,1.008540662157578,1.0145064749531043,1.2102119478600637,CP006818.1,
